sessionId,eventId,eventStartDate,seriesId,seasonYear,trackId,trackName,country,status,canonicalLaps,personalLaps,lengthMi,personalMiles,confidenceClass,sourceGrain,metricGrain,attributionMethod,sourceRef
session_euroformula_2023_02-spa_francorchamps-race-1,event_euroformula_2023_r2_spa_francorchamps,2023-05-27,series_euroformula_open,2023,track_circuit_de_spa_francorchamps,Circuit de Spa-Francorchamps,Belgium,running,13,13,4.352,56.576,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_02-spa_francorchamps-race-1_pdf
session_euroformula_2023_02-spa_francorchamps-race-2,event_euroformula_2023_r2_spa_francorchamps,2023-05-27,series_euroformula_open,2023,track_circuit_de_spa_francorchamps,Circuit de Spa-Francorchamps,Belgium,running,13,13,4.352,56.576,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_02-spa_francorchamps-race-2_pdf
session_euroformula_2023_02-spa_francorchamps-race-3,event_euroformula_2023_r2_spa_francorchamps,2023-05-27,series_euroformula_open,2023,track_circuit_de_spa_francorchamps,Circuit de Spa-Francorchamps,Belgium,running,9,9,4.352,39.168,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_02-spa_francorchamps-race-3_pdf
session_euroformula_2023_03-hungaroring-race-1,event_euroformula_2023_r3_hungaroring,2023-06-17,series_euroformula_open,2023,track_hungaroring,Hungaroring,Hungary,running,17,17,2.722,46.274,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_03-hungaroring-race-1_pdf
session_euroformula_2023_03-hungaroring-race-2,event_euroformula_2023_r3_hungaroring,2023-06-17,series_euroformula_open,2023,track_hungaroring,Hungaroring,Hungary,running,17,17,2.722,46.274,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_03-hungaroring-race-2_pdf
session_euroformula_2023_03-hungaroring-race-3,event_euroformula_2023_r3_hungaroring,2023-06-17,series_euroformula_open,2023,track_hungaroring,Hungaroring,Hungary,running,17,17,2.722,46.274,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_03-hungaroring-race-3_pdf
session_euroformula_2023_04-paul_ricard-race-1,event_euroformula_2023_r4_paul_ricard,2023-07-22,series_euroformula_open,2023,track_circuit_paul_ricard,Circuit Paul Ricard,France,running,13,13,3.63,47.190,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_04-paul_ricard-race-1_pdf
session_euroformula_2023_04-paul_ricard-race-2,event_euroformula_2023_r4_paul_ricard,2023-07-22,series_euroformula_open,2023,track_circuit_paul_ricard,Circuit Paul Ricard,France,running,15,15,3.63,54.450,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_04-paul_ricard-race-2_pdf
session_euroformula_2023_04-paul_ricard-race-3,event_euroformula_2023_r4_paul_ricard,2023-07-22,series_euroformula_open,2023,track_circuit_paul_ricard,Circuit Paul Ricard,France,running,15,15,3.63,54.450,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_04-paul_ricard-race-3_pdf
session_euroformula_2023_05-red_bull_ring-race-1,event_euroformula_2023_r5_red_bull_ring,2023-09-09,series_euroformula_open,2023,track_red_bull_ring,Red Bull Ring,Austria,running,20,20,2.683,53.660,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_05-red_bull_ring-race-1_pdf
session_euroformula_2023_05-red_bull_ring-race-2,event_euroformula_2023_r5_red_bull_ring,2023-09-09,series_euroformula_open,2023,track_red_bull_ring,Red Bull Ring,Austria,running,20,20,2.683,53.660,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_05-red_bull_ring-race-2_pdf
session_euroformula_2023_05-red_bull_ring-race-3,event_euroformula_2023_r5_red_bull_ring,2023-09-09,series_euroformula_open,2023,track_red_bull_ring,Red Bull Ring,Austria,running,20,20,2.683,53.660,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_05-red_bull_ring-race-3_pdf
session_euroformula_2023_06-monza-race-1,event_euroformula_2023_r6_monza,2023-09-23,series_euroformula_open,2023,track_autodromo_nazionale_monza,Autodromo Nazionale Monza,Italy,running,8,8,3.6,28.800,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_06-monza-race-1_pdf
session_euroformula_2023_06-monza-race-2,event_euroformula_2023_r6_monza,2023-09-23,series_euroformula_open,2023,track_autodromo_nazionale_monza,Autodromo Nazionale Monza,Italy,dnf,9,9,3.6,32.400,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_06-monza-race-2_pdf
session_euroformula_2023_06-monza-race-3,event_euroformula_2023_r6_monza,2023-09-23,series_euroformula_open,2023,track_autodromo_nazionale_monza,Autodromo Nazionale Monza,Italy,running,16,16,3.6,57.600,observed_exact,driver,driver_physical_race,canonical driver result lapsCompleted,source_euroformula_2023_06-monza-race-3_pdf
session_froc_2024_r4_race_1,event_froc_2024_r4_euromarque_motorsport_park,2024-02-09,series_froc,2024,track_euromarque_motorsport_park,Euromarque Motorsport Park,New Zealand,running,20,20,2.069,41.380,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_froc_2024_r4_race_1_html_table;source_froc_2024_r4_qualifying_1_toyota_article
session_froc_2024_r4_race_2,event_froc_2024_r4_euromarque_motorsport_park,2024-02-09,series_froc,2024,track_euromarque_motorsport_park,Euromarque Motorsport Park,New Zealand,running,20,20,2.069,41.380,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_froc_2024_r4_race_2_html_table;source_froc_2024_r4_grid_r2_html_table
session_froc_2024_r4_race_3,event_froc_2024_r4_euromarque_motorsport_park,2024-02-09,series_froc,2024,track_euromarque_motorsport_park,Euromarque Motorsport Park,New Zealand,running,25,25,2.069,51.725,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_froc_2024_r4_race_3_html_table;source_froc_2024_r4_grid_r3_html_table
session_froc_2024_r5_race_1,event_froc_2024_r5_highlands_motorsport_park,2024-02-16,series_froc,2024,track_highlands_motorsport_park,Highlands Motorsport Park,New Zealand,running,18,18,2.485,44.730,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_froc_2024_r5_race_1_html_table;source_froc_2024_r5_highlands_gp_qualifying_format_article
session_froc_2024_r5_race_2,event_froc_2024_r5_highlands_motorsport_park,2024-02-16,series_froc,2024,track_highlands_motorsport_park,Highlands Motorsport Park,New Zealand,running,18,18,2.485,44.730,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_froc_2024_r5_race_2_html_table;source_froc_2024_r5_race_2_toyota_article
session_froc_2024_r5_race_3,event_froc_2024_r5_highlands_motorsport_park,2024-02-16,series_froc,2024,track_highlands_motorsport_park,Highlands Motorsport Park,New Zealand,running,27,27,2.485,67.095,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_froc_2024_r5_race_3_html_table;source_froc_2024_r5_highlands_gp_qualifying_format_article
session_indy_nxt_2024_6324,event_indy_nxt_2024_5480,2024-03-08,series_indy_nxt,2024,track_streets_of_st_petersburg,Streets of St. Petersburg,United States,contact,31,31,1.8,55.800,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6324
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024-04-26,series_indy_nxt,2024,track_barber_motorsports_park,Barber Motorsports Park,United States,running,35,35,2.38,83.300,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6314
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024-05-10,series_indy_nxt,2024,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,United States,running,34,34,2.439,82.926,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6315
session_indy_nxt_2024_6325,event_indy_nxt_2024_5481,2024-05-10,series_indy_nxt,2024,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,United States,running,35,35,2.439,85.365,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6325
session_indy_nxt_2024_6326,event_indy_nxt_2024_5482,2024-05-31,series_indy_nxt,2024,track_streets_of_detroit,Detroit Downtown Street Circuit,United States,contact,2,2,1.645,3.290,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6326
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024-06-07,series_indy_nxt,2024,track_road_america,Road America,United States,running,20,20,4.048,80.960,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6316
session_indy_nxt_2024_6317,event_indy_nxt_2024_5473,2024-06-21,series_indy_nxt,2024,track_weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,United States,running,34,34,2.238,76.092,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6317
session_indy_nxt_2024_6327,event_indy_nxt_2024_5483,2024-06-22,series_indy_nxt,2024,track_weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,United States,running,35,35,2.238,78.330,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6327
session_indy_nxt_2024_6318,event_indy_nxt_2024_5474,2024-07-05,series_indy_nxt,2024,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,United States,running,32,32,2.258,72.256,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6318
session_indy_nxt_2024_6319,event_indy_nxt_2024_5475,2024-07-12,series_indy_nxt,2024,track_iowa_speedway,Iowa Speedway,United States,running,55,55,0.894,49.170,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6319
session_indy_nxt_2024_6320,event_indy_nxt_2024_5476,2024-08-16,series_indy_nxt,2024,track_world_wide_technology_raceway,World Wide Technology Raceway,United States,running,75,75,1.25,93.750,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6320
session_indy_nxt_2024_6321,event_indy_nxt_2024_5477,2024-08-23,series_indy_nxt,2024,track_portland_international_raceway,Portland International Raceway,United States,running,35,35,1.964,68.740,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6321
session_indy_nxt_2024_6322,event_indy_nxt_2024_5478,2024-08-30,series_indy_nxt,2024,track_the_milwaukee_mile,The Milwaukee Mile,United States,running,90,90,1.015,91.350,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6322
session_indy_nxt_2024_6323,event_indy_nxt_2024_5479,2024-09-14,series_indy_nxt,2024,track_nashville_superspeedway,Nashville Superspeedway,United States,running,65,65,1.33,86.450,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6323
session_imsa_2025_daytona_rolex_24_race,event_imsa_2025_daytona_rolex_24,2025-01-25,series_imsa_weathertech,2025,track_daytona_international_speedway,Daytona International Speedway,United States,running,780,142,3.56,505.520,observed_exact,car_driver,driver_physical_race,sum of Bryce driver-stint lapCount; shared-car canonical laps excluded,analysis/imsa-daytona-stint-class-pace/output/bryce_imsa_stint_context.csv
session_indy_nxt_2025_6446,event_indy_nxt_2025_5488,2025-02-28,series_indy_nxt,2025,track_streets_of_st_petersburg,Streets of St. Petersburg,United States,running,44,44,1.8,79.200,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6446
session_indy_nxt_2025_6445,event_indy_nxt_2025_5487,2025-05-02,series_indy_nxt,2025,track_barber_motorsports_park,Barber Motorsports Park,United States,running,35,35,2.38,83.300,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6445
session_indy_nxt_2025_6444,event_indy_nxt_2025_5486,2025-05-09,series_indy_nxt,2025,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,United States,running,35,35,2.439,85.365,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6444
session_indy_nxt_2025_6443,event_indy_nxt_2025_5485,2025-05-09,series_indy_nxt,2025,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,United States,running,35,35,2.439,85.365,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6443
session_indy_nxt_2025_6455,event_indy_nxt_2025_5497,2025-05-30,series_indy_nxt,2025,track_streets_of_detroit,Detroit Downtown Street Circuit,United States,running,44,44,1.645,72.380,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6455
session_indy_nxt_2025_6454,event_indy_nxt_2025_5496,2025-06-14,series_indy_nxt,2025,track_world_wide_technology_raceway,World Wide Technology Raceway,United States,running,74,74,1.25,92.500,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6454
session_indy_nxt_2025_6453,event_indy_nxt_2025_5495,2025-06-20,series_indy_nxt,2025,track_road_america,Road America,United States,running,20,20,4.048,80.960,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6453
session_indy_nxt_2025_6452,event_indy_nxt_2025_5494,2025-07-04,series_indy_nxt,2025,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,United States,running,33,33,2.258,74.514,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6452
session_indy_nxt_2025_6451,event_indy_nxt_2025_5493,2025-07-11,series_indy_nxt,2025,track_iowa_speedway,Iowa Speedway,United States,running,75,75,0.894,67.050,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6451
session_indy_nxt_2025_6442,event_indy_nxt_2025_5484,2025-07-25,series_indy_nxt,2025,track_weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,United States,running,35,35,2.238,78.330,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6442
session_indy_nxt_2025_6450,event_indy_nxt_2025_5492,2025-07-26,series_indy_nxt,2025,track_weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,United States,contact,0,0,2.238,0.000,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6450
session_indy_nxt_2025_6449,event_indy_nxt_2025_5491,2025-08-08,series_indy_nxt,2025,track_portland_international_raceway,Portland International Raceway,United States,contact,0,0,1.964,0.000,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6449
session_indy_nxt_2025_6448,event_indy_nxt_2025_5490,2025-08-23,series_indy_nxt,2025,track_the_milwaukee_mile,The Milwaukee Mile,United States,running,90,90,1.015,91.350,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6448
session_indy_nxt_2025_6447,event_indy_nxt_2025_5489,2025-08-30,series_indy_nxt,2025,track_nashville_superspeedway,Nashville Superspeedway,United States,running,65,65,1.33,86.450,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6447
session_indy_nxt_2026_6751,event_indy_nxt_2026_5534,2026-02-27,series_indy_nxt,2026,track_streets_of_st_petersburg,Streets of St. Petersburg,United States,running,42,42,1.8,75.600,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6751
session_indy_nxt_2026_6753,event_indy_nxt_2026_5536,2026-03-13,series_indy_nxt,2026,track_streets_of_arlington,Grand Prix of Arlington Street Circuit,United States,running,15,15,2.73,40.950,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6753
session_indy_nxt_2026_6750,event_indy_nxt_2026_5533,2026-03-27,series_indy_nxt,2026,track_barber_motorsports_park,Barber Motorsports Park,United States,running,35,35,2.38,83.300,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6750
session_indy_nxt_2026_6752,event_indy_nxt_2026_5535,2026-03-28,series_indy_nxt,2026,track_barber_motorsports_park,Barber Motorsports Park,United States,running,30,30,2.38,71.400,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6752
session_indy_nxt_2026_6756,event_indy_nxt_2026_5539,2026-05-08,series_indy_nxt,2026,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,United States,running,28,28,2.439,68.292,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6756
session_indy_nxt_2026_6765,event_indy_nxt_2026_5548,2026-05-08,series_indy_nxt,2026,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,United States,running,30,30,2.439,73.170,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6765
session_indy_nxt_2026_6749,event_indy_nxt_2026_5532,2026-05-29,series_indy_nxt,2026,track_streets_of_detroit,Detroit Downtown Street Circuit,United States,running,42,42,1.645,69.090,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6749
session_indy_nxt_2026_6763,event_indy_nxt_2026_5546,2026-06-06,series_indy_nxt,2026,track_world_wide_technology_raceway,World Wide Technology Raceway,United States,mechanical,5,5,1.25,6.250,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6763
session_indy_nxt_2026_6762,event_indy_nxt_2026_5545,2026-06-19,series_indy_nxt,2026,track_road_america,Road America,United States,running,20,20,4.048,80.960,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6762
session_indy_nxt_2026_6754,event_indy_nxt_2026_5537,2026-06-20,series_indy_nxt,2026,track_road_america,Road America,United States,running,18,18,4.048,72.864,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6754
session_indy_nxt_2026_6761,event_indy_nxt_2026_5544,2026-07-03,series_indy_nxt,2026,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,United States,running,35,35,2.258,79.030,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6761
session_indy_nxt_2026_6760,event_indy_nxt_2026_5543,2026-07-04,series_indy_nxt,2026,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,United States,running,30,30,2.258,67.740,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6760
session_indy_nxt_2026_6755,event_indy_nxt_2026_5538,2026-07-18,series_indy_nxt,2026,track_nashville_superspeedway,Nashville Superspeedway,United States,running,65,65,1.33,86.450,observed_exact,driver_result,driver_physical_race,canonical driver result lapsCompleted,source_indynxt_events_session_6755
