sessionId,eventId,eventStartDate,seriesId,seriesName,seasonYear,sessionType,sessionName,trackId,trackName,country,lapsFloor,lengthMi,milesFloor,confidenceClass,sourceGrain,metricGrain,lapField,semanticNote,sourceRef
session_gb3_2021_212505_qualifying_2nd_fastest,event_gb3_2021_r2_silverstone,2021-06-26,series_gb3,GB3 Championship,2021,qualifying,Qualifying 2nd Fastest,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212505_qu2_bf3_pdf
session_gb3_2021_212505_race_1_result,event_gb3_2021_r2_silverstone,2021-06-26,series_gb3,GB3 Championship,2021,race,Race 1 Result,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212505_rc1_bf3_pdf;source_gb3_2021_212505_grd_bf3_pdf
session_gb3_2021_212505_race_2_result,event_gb3_2021_r2_silverstone,2021-06-26,series_gb3,GB3 Championship,2021,race,Race 2 Result,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212505_rc2_bf3_pdf;source_gb3_2021_212505_gr2_bf3_pdf
session_gb3_2021_212705_qualifying,event_gb3_2021_r3_donington_park,2021-07-10,series_gb3,GB3 Championship,2021,qualifying,Qualifying,track_donington_park_gp,Donington Park,United Kingdom,13,2.498,32.474,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212705_qu1_bf3_pdf
session_gb3_2021_212705_qualifying_2nd_fastest,event_gb3_2021_r3_donington_park,2021-07-10,series_gb3,GB3 Championship,2021,qualifying,Qualifying 2nd Fastest,track_donington_park_gp,Donington Park,United Kingdom,13,2.498,32.474,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212705_qu2_bf3_pdf
session_gb3_2021_212705_race_1_result,event_gb3_2021_r3_donington_park,2021-07-10,series_gb3,GB3 Championship,2021,race,Race 1 Result,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212705_rc1_bf3_pdf;source_gb3_2021_212705_grd_bf3_pdf
session_gb3_2021_212705_race_2_result,event_gb3_2021_r3_donington_park,2021-07-10,series_gb3,GB3 Championship,2021,race,Race 2 Result,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212705_rc2_bf3_pdf;source_gb3_2021_212705_gr2_bf3_pdf
session_gb3_2021_212705_race_3_result,event_gb3_2021_r3_donington_park,2021-07-10,series_gb3,GB3 Championship,2021,race,Race 3 Result,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212705_rc3_bf3_pdf;source_gb3_2021_212705_gr3_bf3_pdf
session_gb3_2021_212905_free_practice_1,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,practice,Free Practice 1,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,17,4.352,73.984,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212905_fp1_bf3_pdf
session_gb3_2021_212905_free_practice_2,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,practice,Free Practice 2,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,17,4.352,73.984,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212905_fp2_bf3_pdf
session_gb3_2021_212905_free_practice_3,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,practice,Free Practice 3,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,15,4.352,65.280,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212905_fp3_bf3_pdf
session_gb3_2021_212905_qualifying,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,qualifying,Qualifying,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,11,4.352,47.872,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212905_qu1_bf3_pdf
session_gb3_2021_212905_qualifying_2nd_fastest,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,qualifying,Qualifying 2nd Fastest,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,11,4.352,47.872,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_212905_qu2_bf3_pdf
session_gb3_2021_212905_race_1_result,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,race,Race 1 Result,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,8,4.352,34.816,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212905_rc1_bf3_pdf;source_gb3_2021_212905_grd_bf3_pdf
session_gb3_2021_212905_race_2_result,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,race,Race 2 Result,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,9,4.352,39.168,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212905_rc2_bf3_pdf;source_gb3_2021_212905_gr2_bf3_pdf
session_gb3_2021_212905_race_3_result,event_gb3_2021_r4_spa_francorchamps,2021-07-24,series_gb3,GB3 Championship,2021,race,Race 3 Result,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,9,4.352,39.168,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_212905_rc3_bf3_pdf;source_gb3_2021_212905_gr3_bf3_pdf
session_gb3_2021_213105_qualifying,event_gb3_2021_r5_snetterton,2021-08-07,series_gb3,GB3 Championship,2021,qualifying,Qualifying,track_snetterton_300,Snetterton Circuit,United Kingdom,10,2.969,29.690,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_213105_qu1_bf3_pdf
session_gb3_2021_213105_qualifying_2nd_fastest,event_gb3_2021_r5_snetterton,2021-08-07,series_gb3,GB3 Championship,2021,qualifying,Qualifying 2nd Fastest,track_snetterton_300,Snetterton Circuit,United Kingdom,10,2.969,29.690,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_213105_qu2_bf3_pdf
session_gb3_2021_213105_race_1_result,event_gb3_2021_r5_snetterton,2021-08-07,series_gb3,GB3 Championship,2021,race,Race 1 Result,track_snetterton_300,Snetterton Circuit,United Kingdom,10,2.969,29.690,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_213105_rc1_bf3_pdf;source_gb3_2021_213105_grd_bf3_pdf
session_gb3_2021_213105_race_2_result,event_gb3_2021_r5_snetterton,2021-08-07,series_gb3,GB3 Championship,2021,race,Race 2 Result,track_snetterton_300,Snetterton Circuit,United Kingdom,10,2.969,29.690,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_213105_rc2_bf3_pdf;source_gb3_2021_213105_gr2_bf3_pdf
session_gb3_2021_213105_race_3_result,event_gb3_2021_r5_snetterton,2021-08-07,series_gb3,GB3 Championship,2021,race,Race 3 Result,track_snetterton_300,Snetterton Circuit,United Kingdom,10,2.969,29.690,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_213105_rc3_bf3_pdf;source_gb3_2021_213105_gr3_bf3_pdf
session_gb3_2021_213605_qualifying,event_gb3_2021_r6_oulton_park,2021-09-11,series_gb3,GB3 Championship,2021,qualifying,Qualifying,track_oulton_park_international,Oulton Park,United Kingdom,13,2.692,34.996,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_213605_qu1_bf3_pdf
session_gb3_2021_213605_qualifying_2nd_fastest,event_gb3_2021_r6_oulton_park,2021-09-11,series_gb3,GB3 Championship,2021,qualifying,Qualifying 2nd Fastest,track_oulton_park_international,Oulton Park,United Kingdom,13,2.692,34.996,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_213605_qu2_bf3_pdf
session_gb3_2021_213605_race_1_result,event_gb3_2021_r6_oulton_park,2021-09-11,series_gb3,GB3 Championship,2021,race,Race 1 Result,track_oulton_park_international,Oulton Park,United Kingdom,13,2.692,34.996,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_213605_rc1_bf3_pdf;source_gb3_2021_213605_grd_bf3_pdf
session_gb3_2021_213605_race_2_result,event_gb3_2021_r6_oulton_park,2021-09-11,series_gb3,GB3 Championship,2021,race,Race 2 Result,track_oulton_park_international,Oulton Park,United Kingdom,10,2.692,26.920,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_213605_rc2_bf3_pdf;source_gb3_2021_213605_gr2_bf3_pdf
session_gb3_2021_213605_race_3_result,event_gb3_2021_r6_oulton_park,2021-09-11,series_gb3,GB3 Championship,2021,race,Race 3 Result,track_oulton_park_international,Oulton Park,United Kingdom,12,2.692,32.304,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_213605_rc3_bf3_pdf;source_gb3_2021_213605_gr3_bf3_pdf
session_gb3_2021_214105_qualifying,event_gb3_2021_r7_donington_park,2021-10-16,series_gb3,GB3 Championship,2021,qualifying,Qualifying,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_214105_qu1_bf3_pdf
session_gb3_2021_214105_qualifying_2nd_fastest,event_gb3_2021_r7_donington_park,2021-10-16,series_gb3,GB3 Championship,2021,qualifying,Qualifying 2nd Fastest,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2021_214105_qu2_bf3_pdf
session_gb3_2021_214105_race_1_result,event_gb3_2021_r7_donington_park,2021-10-16,series_gb3,GB3 Championship,2021,race,Race 1 Result,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_214105_rc1_bf3_pdf;source_gb3_2021_214105_grd_bf3_pdf
session_gb3_2021_214105_race_2_result,event_gb3_2021_r7_donington_park,2021-10-16,series_gb3,GB3 Championship,2021,race,Race 2 Result,track_donington_park_gp,Donington Park,United Kingdom,11,2.498,27.478,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_214105_rc2_bf3_pdf;source_gb3_2021_214105_gr2_bf3_pdf
session_gb3_2021_214105_race_3_result,event_gb3_2021_r7_donington_park,2021-10-16,series_gb3,GB3 Championship,2021,race,Race 3 Result,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2021_214105_rc3_bf3_pdf;source_gb3_2021_214105_gr3_bf3_pdf
session_gb3_2022_1108,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,practice,Thursday session 1,track_oulton_park_international,Oulton Park,United Kingdom,17,2.692,45.764,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1108
session_gb3_2022_1109,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,practice,Thursday session 3,track_oulton_park_international,Oulton Park,United Kingdom,21,2.692,56.532,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1109
session_gb3_2022_1110,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,practice,Thursday session 2,track_oulton_park_international,Oulton Park,United Kingdom,11,2.692,29.612,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1110
session_gb3_2022_1111,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,practice,Friday session 1,track_oulton_park_international,Oulton Park,United Kingdom,20,2.692,53.840,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1111
session_gb3_2022_1112,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,practice,Friday session 2,track_oulton_park_international,Oulton Park,United Kingdom,14,2.692,37.688,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1112
session_gb3_2022_1113,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,qualifying,Qualifying,track_oulton_park_international,Oulton Park,United Kingdom,5,2.692,13.460,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1113
session_gb3_2022_778,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,race,Race 1,track_oulton_park_international,Oulton Park,United Kingdom,14,2.692,37.688,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_778
session_gb3_2022_779,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,race,Race 2,track_oulton_park_international,Oulton Park,United Kingdom,14,2.692,37.688,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_779
session_gb3_2022_780,event_gb3_2022_r1_oulton_park,2022-04-15,series_gb3,GB3 Championship,2022,race,Race 3 ,track_oulton_park_international,Oulton Park,United Kingdom,14,2.692,37.688,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_780
session_gb3_2022_1082,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,race,Race 1,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1082
session_gb3_2022_1083,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,race,Race 2,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1083
session_gb3_2022_1084,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,race,Race 3 ,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1084
session_gb3_2022_1187,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Thursday session 1,track_silverstone_gp,Silverstone Circuit,United Kingdom,15,3.66,54.900,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1187
session_gb3_2022_1188,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Thursday session 2,track_silverstone_gp,Silverstone Circuit,United Kingdom,19,3.66,69.540,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1188
session_gb3_2022_1189,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Thursday session 3,track_silverstone_gp,Silverstone Circuit,United Kingdom,13,3.66,47.580,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1189
session_gb3_2022_1191,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Thursday session 4,track_silverstone_gp,Silverstone Circuit,United Kingdom,19,3.66,69.540,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1191
session_gb3_2022_1193,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Friday session 1,track_silverstone_gp,Silverstone Circuit,United Kingdom,15,3.66,54.900,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1193
session_gb3_2022_1194,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Friday session 2,track_silverstone_gp,Silverstone Circuit,United Kingdom,13,3.66,47.580,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1194
session_gb3_2022_1195,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,practice,Friday combined,track_silverstone_gp,Silverstone Circuit,United Kingdom,28,3.66,102.480,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1195
session_gb3_2022_1196,event_gb3_2022_r2_silverstone,2022-05-07,series_gb3,GB3 Championship,2022,qualifying,Qualifying,track_silverstone_gp,Silverstone Circuit,United Kingdom,9,3.66,32.940,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1196
session_gb3_2022_1085,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,race,Race 1,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1085
session_gb3_2022_1087,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,race,Race 3 ,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1087
session_gb3_2022_1243,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,qualifying,Qualifying,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1243
session_gb3_2022_1244,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,practice,Thursday session 1,track_donington_park_gp,Donington Park,United Kingdom,17,2.498,42.466,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1244
session_gb3_2022_1245,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,practice,Thursday session 2,track_donington_park_gp,Donington Park,United Kingdom,19,2.498,47.462,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1245
session_gb3_2022_1246,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,practice,Thursday session 3,track_donington_park_gp,Donington Park,United Kingdom,10,2.498,24.980,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1246
session_gb3_2022_1247,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,practice,Friday session 1,track_donington_park_gp,Donington Park,United Kingdom,26,2.498,64.948,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1247
session_gb3_2022_1249,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,practice,Friday session 3,track_donington_park_gp,Donington Park,United Kingdom,23,2.498,57.454,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1249
session_gb3_2022_1257,event_gb3_2022_r3_donington_park,2022-05-28,series_gb3,GB3 Championship,2022,race,Race 2,track_donington_park_gp,Donington Park,United Kingdom,12,2.498,29.976,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1257
session_gb3_2022_1088,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,race,Race 1,track_snetterton_300,Snetterton Circuit,United Kingdom,12,2.969,35.628,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1088
session_gb3_2022_1089,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,race,Race 2,track_snetterton_300,Snetterton Circuit,United Kingdom,12,2.969,35.628,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1089
session_gb3_2022_1293,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Thursday session 1,track_snetterton_300,Snetterton Circuit,United Kingdom,10,2.969,29.690,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1293
session_gb3_2022_1294,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Thursday session 2,track_snetterton_300,Snetterton Circuit,United Kingdom,16,2.969,47.504,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1294
session_gb3_2022_1295,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Thursday session 3,track_snetterton_300,Snetterton Circuit,United Kingdom,19,2.969,56.411,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1295
session_gb3_2022_1296,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Friday session 1,track_snetterton_300,Snetterton Circuit,United Kingdom,17,2.969,50.473,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1296
session_gb3_2022_1297,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Friday session 2,track_snetterton_300,Snetterton Circuit,United Kingdom,18,2.969,53.442,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1297
session_gb3_2022_1298,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,qualifying,Qualifying,track_snetterton_300,Snetterton Circuit,United Kingdom,11,2.969,32.659,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1298
session_gb3_2022_1301,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Thursday combined,track_snetterton_300,Snetterton Circuit,United Kingdom,45,2.969,133.605,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1301
session_gb3_2022_1302,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,practice,Friday combined,track_snetterton_300,Snetterton Circuit,United Kingdom,35,2.969,103.915,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1302
session_gb3_2022_1305,event_gb3_2022_r4_snetterton,2022-06-25,series_gb3,GB3 Championship,2022,race,Race 3,track_snetterton_300,Snetterton Circuit,United Kingdom,0,2.969,0.000,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1305
session_gb3_2022_1357,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,practice,Friday session 1,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,11,4.352,47.872,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1357
session_gb3_2022_1358,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,practice,Friday session 2,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,16,4.352,69.632,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1358
session_gb3_2022_1359,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,practice,Friday session 3,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,16,4.352,69.632,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1359
session_gb3_2022_1360,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,qualifying,Qualifying,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,7,4.352,30.464,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1360
session_gb3_2022_1363,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,race,Race 1,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,8,4.352,34.816,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1363
session_gb3_2022_1364,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,race,Race 2,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,9,4.352,39.168,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1364
session_gb3_2022_1365,event_gb3_2022_r5_spa,2022-07-23,series_gb3,GB3 Championship,2022,race,Race 3,track_spa_gp,Circuit de Spa-Francorchamps,Belgium,1,4.352,4.352,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1365
session_gb3_2022_1094,event_gb3_2022_r6_silverstone,2022-07-30,series_gb3,GB3 Championship,2022,race,Race 1,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1094
session_gb3_2022_1096,event_gb3_2022_r6_silverstone,2022-07-30,series_gb3,GB3 Championship,2022,race,Race 3 ,track_silverstone_gp,Silverstone Circuit,United Kingdom,10,3.66,36.600,observed_exact,driver_result,driver_physical_session,personalLaps,canonical driver result lapsCompleted,source_gb3_2022_session_1096
session_gb3_2022_1366,event_gb3_2022_r6_silverstone,2022-07-30,series_gb3,GB3 Championship,2022,test,Test session 1,track_silverstone_gp,Silverstone Circuit,United Kingdom,19,3.66,69.540,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1366
session_gb3_2022_1367,event_gb3_2022_r6_silverstone,2022-07-30,series_gb3,GB3 Championship,2022,test,Test session 2,track_silverstone_gp,Silverstone Circuit,United Kingdom,18,3.66,65.880,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1367
session_gb3_2022_1368,event_gb3_2022_r6_silverstone,2022-07-30,series_gb3,GB3 Championship,2022,test,Test session 3,track_silverstone_gp,Silverstone Circuit,United Kingdom,9,3.66,32.940,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1368
session_gb3_2022_1369,event_gb3_2022_r6_silverstone,2022-07-30,series_gb3,GB3 Championship,2022,test,Test session 4,track_silverstone_gp,Silverstone Circuit,United Kingdom,13,3.66,47.580,observed_exact,driver_result,driver_physical_session,lapsCompleted,canonical physical-session driver result lap count,source_gb3_2022_session_1369
