sessionId,raceLabel,trackName,segmentId,segmentType,startLap,endLap,lapCount,startPosition,endPosition,netGain,bestPosition,worstPosition,volatility,medianRunningPositionPercentile,sourceCompleteness,sourceHash
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_04,green_run,8,11,4,15.0,17.0,-2.0,15.0,18.0,4.0,0.2885,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_05,caution_window,12,13,2,17.0,17.0,0.0,17.0,17.0,0,0.2727,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_06,restart_window,14,14,1,17.0,17.0,0.0,17.0,17.0,0,0.2727,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_07,green_run,15,21,7,17.0,16.0,1.0,16.0,17.0,1.0,0.2727,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_08,caution_window,22,23,2,16.0,16.0,0.0,16.0,16.0,0,0.3182,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_09,restart_window,24,24,1,16.0,16.0,0.0,16.0,16.0,0,0.3182,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,session_indy_nxt_2026_6761_segment_10,green_run,25,35,11,16.0,16.0,0.0,16.0,16.0,0,0.3182,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_01,caution_window,1,3,3,16.0,16.0,0.0,16.0,16.0,0,0.3182,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_02,restart_window,4,4,1,16.0,16.0,0.0,16.0,16.0,0,0.3182,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_03,caution_window,5,7,3,16.0,16.0,0.0,16.0,16.0,0,0.2857,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_04,restart_window,8,8,1,16.0,16.0,0.0,16.0,16.0,0,0.2857,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_05,caution_window,9,10,2,21.0,21.0,0.0,21.0,21.0,0,0.0238,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_06,restart_window,11,11,1,21.0,21.0,0.0,21.0,21.0,0,0.0,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,Road America,session_indy_nxt_2026_6762_segment_07,green_run,12,20,9,21.0,21.0,0.0,21.0,21.0,0,0.0,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6763,2026 INDY NXT by Firestone at World Wide Technology Raceway,World Wide Technology Raceway,session_indy_nxt_2026_6763_segment_01,green_run,1,4,4,21.0,22.0,-1.0,21.0,22.0,1.0,0.087,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6763,2026 INDY NXT by Firestone at World Wide Technology Raceway,World Wide Technology Raceway,session_indy_nxt_2026_6763_segment_02,caution_window,5,5,1,21.0,21.0,0.0,21.0,21.0,0,0.0909,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,session_indy_nxt_2026_6765_segment_01,green_run,1,30,30,22.0,12.0,10.0,12.0,22.0,10.0,0.4091,complete_validated_against_result_lap_counts,900ddfcb701b1977f16e33501302742c328980f5ffcccd190d2e433bba0b5681
