sessionId,eventId,seasonYear,raceLabel,trackName,trackType,lapNumber,position,previousPosition,positionDelta,netFromLapOne,fieldSizeAtLap,runningPositionPercentile,cautionState,sourceCompleteness,sourceState,sourceHash
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,1,7.0,,,0.0,21,0.7,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,2,5.0,7.0,2.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,3,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,4,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,5,5.0,5.0,0.0,2.0,21,0.8,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,6,5.0,5.0,0.0,2.0,21,0.8,restart_lap,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,7,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,8,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,9,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,10,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,11,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,12,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,13,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,14,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,15,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,16,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,17,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,18,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,19,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,20,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,21,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,22,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,23,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,24,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,25,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,26,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,27,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,28,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,29,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,30,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,31,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,32,5.0,5.0,0.0,2.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,33,7.0,5.0,-2.0,0.0,20,0.6842,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,34,8.0,7.0,-1.0,-1.0,19,0.6111,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6314,event_indy_nxt_2024_5470,2024,2024 Grand Prix of Alabama,Barber Motorsports Park,road,35,8.0,8.0,0.0,-1.0,18,0.5882,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,1,12.0,,,0.0,21,0.45,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,2,17.0,12.0,-5.0,-5.0,21,0.2,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,3,17.0,17.0,0.0,-5.0,21,0.2,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,4,16.0,17.0,1.0,-4.0,21,0.25,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,5,18.0,16.0,-2.0,-6.0,21,0.15,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,6,19.0,18.0,-1.0,-7.0,21,0.1,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,7,18.0,19.0,1.0,-6.0,20,0.1053,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,8,18.0,18.0,0.0,-6.0,20,0.1053,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,9,18.0,18.0,0.0,-6.0,20,0.1053,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,10,18.0,18.0,0.0,-6.0,20,0.1053,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,11,18.0,18.0,0.0,-6.0,20,0.1053,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,12,18.0,18.0,0.0,-6.0,20,0.1053,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,13,17.0,18.0,1.0,-5.0,20,0.1579,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,14,17.0,17.0,0.0,-5.0,20,0.1579,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,15,17.0,17.0,0.0,-5.0,20,0.1579,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,16,17.0,17.0,0.0,-5.0,20,0.1579,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,17,17.0,17.0,0.0,-5.0,20,0.1579,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,18,17.0,17.0,0.0,-5.0,20,0.1579,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,19,16.0,17.0,1.0,-4.0,20,0.2105,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,20,16.0,16.0,0.0,-4.0,20,0.2105,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,21,16.0,16.0,0.0,-4.0,20,0.2105,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,22,16.0,16.0,0.0,-4.0,20,0.2105,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,23,16.0,16.0,0.0,-4.0,20,0.2105,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,24,16.0,16.0,0.0,-4.0,20,0.2105,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,25,16.0,16.0,0.0,-4.0,20,0.2105,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,26,16.0,16.0,0.0,-4.0,20,0.2105,restart_lap,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,27,15.0,16.0,1.0,-3.0,20,0.2632,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,28,15.0,15.0,0.0,-3.0,20,0.2632,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,29,15.0,15.0,0.0,-3.0,20,0.2632,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,30,15.0,15.0,0.0,-3.0,20,0.2632,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,31,14.0,15.0,1.0,-2.0,20,0.3158,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,32,14.0,14.0,0.0,-2.0,19,0.2778,restart_lap,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,33,14.0,14.0,0.0,-2.0,18,0.2353,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6315,event_indy_nxt_2024_5471,2024,2024 Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,34,14.0,14.0,0.0,-2.0,16,0.1333,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,1,6.0,,,0.0,21,0.75,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,2,6.0,6.0,0.0,0.0,21,0.75,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,3,6.0,6.0,0.0,0.0,21,0.75,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,4,6.0,6.0,0.0,0.0,21,0.75,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,5,6.0,6.0,0.0,0.0,21,0.75,restart_lap,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,6,5.0,6.0,1.0,1.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,7,5.0,5.0,0.0,1.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,8,5.0,5.0,0.0,1.0,21,0.8,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,9,6.0,5.0,-1.0,0.0,20,0.7368,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,10,6.0,6.0,0.0,0.0,20,0.7368,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,11,6.0,6.0,0.0,0.0,20,0.7368,restart_lap,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,12,7.0,6.0,-1.0,-1.0,20,0.6842,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,13,7.0,7.0,0.0,-1.0,20,0.6842,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,14,7.0,7.0,0.0,-1.0,20,0.6842,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,15,7.0,7.0,0.0,-1.0,20,0.6842,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,16,7.0,7.0,0.0,-1.0,20,0.6842,caution,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,17,7.0,7.0,0.0,-1.0,18,0.6471,restart_lap,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6316,event_indy_nxt_2024_5472,2024,2024 Grand Prix at Road America,Road America,road,18,6.0,7.0,1.0,0.0,18,0.7059,green,complete_validated_against_result_lap_counts,official_lap_chart,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
