sessionId,raceLabel,seasonYear,trackName,lapRows,startPosition,finishPosition,netLapChartGain,bestRunningPosition,worstRunningPosition,bestSegment,medianCleanTrackSectionPercentile,bestCleanSectionFamilies,weakestCleanSectionFamilies,sourceHash
session_indy_nxt_2024_6321,2024 Grand Prix of Portland,2024,Portland International Raceway,35,3.0,3.0,0.0,3.0,3.0,green_run L1-7 gain 0.0,0.6875,Turn 2:0.90 n=32; Turn 3:0.87 n=32; Turn 12:0.81 n=32; Turn 6:0.80 n=32,Turn 9:0.27 n=32; Turn 8:0.52 n=32; Turn 5:0.53 n=32; Turn 1:0.67 n=32,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
