sessionId,raceLabel,lapNumber,previousPosition,position,positionDelta,trigger,cautionState,magnitude,sourceHash
session_indy_nxt_2026_6755,2026 Music City Grand Prix,16,7.0,9.0,-2.0,green_flag_loss,green,2.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6755,2026 Music City Grand Prix,41,9.0,10.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,2,14.0,13.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,12,13.0,16.0,-3.0,caution_reorder_loss,caution,3.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,13,16.0,13.0,3.0,caution_reorder_gain,caution,3.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,17,13.0,10.0,3.0,green_flag_gain,green,3.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,19,10.0,11.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,20,11.0,12.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,22,12.0,11.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6756,2026 Indianapolis Grand Prix Race 1,28,11.0,22.0,-11.0,green_flag_loss,green,11.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,2,14.0,15.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,37,15.0,14.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,54,14.0,13.0,1.0,caution_reorder_gain,caution,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,65,13.0,12.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,66,12.0,11.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,69,11.0,10.0,1.0,caution_reorder_gain,caution,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,73,10.0,9.0,1.0,restart_gain,restart_lap,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,74,9.0,8.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,75,8.0,7.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,82,7.0,8.0,-1.0,restart_loss,restart_lap,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,83,8.0,7.0,1.0,caution_reorder_gain,caution,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6757,2026 INDY NXT by Firestone at Milwaukee Mile,90,7.0,8.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6758,2026 Grand Prix of Monterey Race 2,8,7.0,8.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6758,2026 Grand Prix of Monterey Race 2,9,8.0,9.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6760,2026 Grand Prix at Mid-Ohio Race 2,2,16.0,15.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6760,2026 Grand Prix at Mid-Ohio Race 2,26,15.0,14.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,2,14.0,15.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,9,15.0,17.0,-2.0,green_flag_loss,green,2.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,10,17.0,18.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,11,18.0,17.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6761,2026 Grand Prix at Mid-Ohio Race 1,21,17.0,16.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6762,2026 Grand Prix at Road America Race 1,9,16.0,21.0,-5.0,caution_reorder_loss,caution,5.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6763,2026 INDY NXT by Firestone at World Wide Technology Raceway,2,21.0,22.0,-1.0,green_flag_loss,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6763,2026 INDY NXT by Firestone at World Wide Technology Raceway,5,22.0,21.0,1.0,caution_reorder_gain,caution,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6764,2026 Grand Prix of Portland,2,22.0,21.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6764,2026 Grand Prix of Portland,4,21.0,20.0,1.0,caution_reorder_gain,caution,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6764,2026 Grand Prix of Portland,7,20.0,19.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6764,2026 Grand Prix of Portland,11,19.0,17.0,2.0,green_flag_gain,green,2.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6764,2026 Grand Prix of Portland,13,17.0,16.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,2,22.0,19.0,3.0,green_flag_gain,green,3.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,3,19.0,17.0,2.0,green_flag_gain,green,2.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,9,17.0,16.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,11,16.0,14.0,2.0,green_flag_gain,green,2.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,17,14.0,13.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6765,2026 Indianapolis Grand Prix Race 2,28,13.0,12.0,1.0,green_flag_gain,green,1.0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
