sessionId,eventId,seasonYear,eventName,trackName,trackType,sessionType,sessionName,lapNumber,sectionName,sectionFamily,sectionType,timeSeconds,speedMph,fieldComparisonCount,fieldRank,fieldPercentile,cleanLapCandidate,sourceState,sourceMetricId,sourceHash
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turn 4,Turn 4,track_section,11.1723,85.927,21,12,0.45,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turns 5-6,Turns 5-6,track_section,7.5811,52.793,21,9,0.6,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turn 7,Turn 7,track_section,10.6842,97.127,21,12,0.45,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turns 8-9,Turns 8-9,track_section,10.3872,62.555,21,10,0.55,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turn 10,Turn 10,track_section,6.0791,89.726,21,17,0.2,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turn 11,Turn 11,track_section,8.3143,108.493,21,14,0.35,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,0,Turns 12-13,Turns 12-13,track_section,8.0965,88.421,21,11,0.5,unknown,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turn 4,Turn 4,track_section,8.6401,111.11,21,12,0.45,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turns 5-6,Turns 5-6,track_section,6.5442,61.157,21,13,0.4,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turn 7,Turn 7,track_section,8.8757,116.918,21,13,0.4,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turns 8-9,Turns 8-9,track_section,8.7826,73.984,21,12,0.45,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turn 10,Turn 10,track_section,4.4916,121.439,21,8,0.65,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turn 11,Turn 11,track_section,6.7599,133.44,21,9,0.6,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Turns 12-13,Turns 12-13,track_section,7.0118,102.1,21,12,0.45,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,Lap,Lap,lap_total,280.315,29.538,21,17,0.2,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,1,PI to PO,PI to PO,pit_or_timing_line,194.1742,4.502,14,10,0.3077,no,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turns 14-16,Turns 14-16,track_section,6.7052,89.788,21,13,0.4,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turn 17,Turn 17,track_section,10.2661,103.739,21,10,0.55,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,FS-PO,FS-PO,pit_or_timing_line,2.1536,141.202,21,6,0.75,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turns 1-3,Turns 1-3,track_section,10.9386,94.868,21,4,0.85,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turn 4,Turn 4,track_section,7.695,124.756,21,9,0.6,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turns 5-6,Turns 5-6,track_section,5.9648,67.098,21,4,0.85,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turn 7,Turn 7,track_section,8.488,122.258,21,11,0.5,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turns 8-9,Turns 8-9,track_section,8.2137,79.108,21,13,0.4,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turn 10,Turn 10,track_section,4.4155,123.532,21,9,0.6,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turn 11,Turn 11,track_section,6.2775,143.694,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Turns 12-13,Turns 12-13,track_section,6.5158,109.872,21,13,0.4,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,Lap,Lap,lap_total,77.6338,106.655,21,11,0.5,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,2,PO to SF,PO to SF,pit_or_timing_line,83.3316,94.673,14,10,0.3077,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turns 14-16,Turns 14-16,track_section,6.1602,97.732,18,9,0.5294,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turn 17,Turn 17,track_section,9.9524,107.009,18,2,0.9412,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,FS-PO,FS-PO,pit_or_timing_line,2.123,143.237,18,6,0.7059,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turns 1-3,Turns 1-3,track_section,10.8617,95.54,18,8,0.5882,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turn 4,Turn 4,track_section,7.6419,125.623,21,10,0.55,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turns 5-6,Turns 5-6,track_section,5.9462,67.308,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turn 7,Turn 7,track_section,8.296,125.087,21,5,0.8,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turns 8-9,Turns 8-9,track_section,7.959,81.639,21,13,0.4,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turn 10,Turn 10,track_section,4.3957,124.088,21,7,0.7,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turn 11,Turn 11,track_section,6.1927,145.662,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Turns 12-13,Turns 12-13,track_section,6.3436,112.854,21,11,0.5,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,3,Lap,Lap,lap_total,75.8724,109.131,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turns 14-16,Turns 14-16,track_section,6.0668,99.236,21,12,0.45,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turn 17,Turn 17,track_section,9.8355,108.281,21,4,0.85,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,FS-PO,FS-PO,pit_or_timing_line,2.0696,146.933,21,2,0.95,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turns 1-3,Turns 1-3,track_section,10.5393,98.462,21,3,0.9,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turn 4,Turn 4,track_section,7.4691,128.529,21,5,0.8,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turns 5-6,Turns 5-6,track_section,5.9047,67.781,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turn 7,Turn 7,track_section,8.2984,125.051,21,12,0.45,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turns 8-9,Turns 8-9,track_section,7.8089,83.209,21,11,0.5,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turn 10,Turn 10,track_section,4.3759,124.65,21,5,0.8,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turn 11,Turn 11,track_section,6.1599,146.438,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Turns 12-13,Turns 12-13,track_section,6.2917,113.785,21,12,0.45,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,4,Lap,Lap,lap_total,74.8198,110.666,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turns 14-16,Turns 14-16,track_section,6.0169,100.059,21,14,0.35,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turn 17,Turn 17,track_section,9.7545,109.18,21,4,0.85,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,FS-PO,FS-PO,pit_or_timing_line,2.0522,148.179,21,2,0.95,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turns 1-3,Turns 1-3,track_section,11.2138,92.54,21,18,0.15,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turn 4,Turn 4,track_section,7.6594,125.336,21,18,0.15,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turns 5-6,Turns 5-6,track_section,5.9471,67.298,21,12,0.45,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turn 7,Turn 7,track_section,8.5311,121.64,21,18,0.15,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turns 8-9,Turns 8-9,track_section,8.1439,79.786,21,21,0.0,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turn 10,Turn 10,track_section,4.4165,123.504,21,17,0.2,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turn 11,Turn 11,track_section,7.1757,125.708,21,21,0.0,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Turns 12-13,Turns 12-13,track_section,6.4502,110.989,21,17,0.2,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,5,Lap,Lap,lap_total,77.3613,107.03,21,18,0.15,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turns 14-16,Turns 14-16,track_section,5.9259,101.596,21,17,0.2,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turn 17,Turn 17,track_section,9.9221,107.336,21,8,0.65,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,FS-PO,FS-PO,pit_or_timing_line,2.1282,142.887,21,18,0.15,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turns 1-3,Turns 1-3,track_section,11.5913,89.526,21,17,0.2,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turn 4,Turn 4,track_section,8.5568,112.191,21,19,0.1,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turns 5-6,Turns 5-6,track_section,6.3545,62.983,21,17,0.2,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turn 7,Turn 7,track_section,9.191,112.907,21,20,0.05,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turns 8-9,Turns 8-9,track_section,8.7132,74.573,21,20,0.05,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turn 10,Turn 10,track_section,4.5035,121.118,21,18,0.15,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2024_6354,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 1,6,Turn 11,Turn 11,track_section,6.3275,142.559,21,16,0.25,yes,official_section_results,metric_indy_nxt_2024_6354_section_results,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
