sessionId,eventId,seasonYear,eventName,trackName,trackType,sessionType,sessionName,bryceLapCount,bryceSectionObservations,comparisonRows,medianTrackSectionPercentile,topQuartileTrackSectionShare,bottomQuartileTrackSectionShare,bestSectionFamilies,weakestSectionFamilies,bestLapRank,topSectionBryceRows,sourceState,sourceHash
session_indy_nxt_2025_6676,event_indy_nxt_2025_5495,2025,Grand Prix at Road America,Road America,road,practice,Practice 2,15,417,280,0.5714,0.2429,0.1786,I4 to I4A:0.85 n=14; I3A to I4:0.75 n=14; I14 to I15C:0.72 n=14; I11B to I12:0.69 n=14,I13 to I13A:0.31 n=14; I8 to I9:0.32 n=14; I13A to I14:0.36 n=14; I5 to I6:0.36 n=14,11,49,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6678,event_indy_nxt_2025_5495,2025,Grand Prix at Road America,Road America,road,qualifying,Qualifications - Group 2,6,164,117,0.4444,0.2991,0.3504,,,5,49,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6679,event_indy_nxt_2025_5494,2025,Grand Prix at Mid-Ohio,Mid-Ohio Sports Car Course,road,practice,Practice 1,20,399,320,0.3889,0.1469,0.2938,Turn 2:0.72 n=20; Turn 3:0.72 n=20; Turn 13:0.68 n=20; Turn 12C:0.59 n=20,Turn 1:0.16 n=20; Turn 10:0.18 n=20; Turn 9:0.22 n=20; Turn 11:0.28 n=20,16,35,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6680,event_indy_nxt_2025_5494,2025,Grand Prix at Mid-Ohio,Mid-Ohio Sports Car Course,road,practice,Practice 2,17,415,272,0.4495,0.1397,0.1838,Turn 13:0.73 n=17; Turn 3:0.72 n=17; Turn 5:0.67 n=17; Turn 12:0.61 n=17,Turn 1:0.19 n=17; Turn 11:0.28 n=17; Turn 1A:0.28 n=17; Turn 10:0.33 n=17,12,34,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6681,event_indy_nxt_2025_5494,2025,Grand Prix at Mid-Ohio,Mid-Ohio Sports Car Course,road,qualifying,Qualifications - Group 1,10,183,160,0.5,0.3563,0.2625,Turn 5:0.94 n=10; Turn 13:0.88 n=10; Turn 2:0.75 n=10; Turn 6/7:0.75 n=10,Turn 1A:0.19 n=10; Turn 1:0.25 n=10; Turn 1B:0.31 n=10; Back Stretch:0.38 n=10,4,32,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6690,event_indy_nxt_2025_5493,2025,INDY NXT by Firestone at Iowa Speedway,Iowa Speedway,oval,practice,Practice,36,374,216,0.5,0.1296,0.1481,SS2 to T4:0.56 n=36; SS1 to T2:0.54 n=36; T3 to SS2:0.54 n=36; BS to T3:0.51 n=36,T1 to SS1:0.38 n=36; T2 to BS:0.47 n=36; BS to T3:0.51 n=36; SS1 to T2:0.54 n=36,15,23,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6707,event_indy_nxt_2025_5484,2025,Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,road,practice,Practice 1,13,274,195,0.4706,0.1744,0.2103,Turn 2:0.59 n=13; Turn 4A:0.59 n=13; Turn 4:0.58 n=13; Turn 1 Entry:0.53 n=13,Turn 10:0.24 n=13; Turn 9:0.33 n=13; Turn 6:0.35 n=13; Turn 1 Exit:0.41 n=13,15,39,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6708,event_indy_nxt_2025_5484,2025,Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,road,practice,Practice 2,11,222,165,0.5,0.1939,0.2242,Turn 1 Entry:0.80 n=11; Turn 2:0.60 n=11; Turn 3:0.60 n=11; Turn 7:0.58 n=11,Turn 11:0.24 n=11; Turn 6:0.31 n=11; Turn 5A:0.40 n=11; Turn 10:0.43 n=11,10,39,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6709,event_indy_nxt_2025_5484,2025,Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,road,qualifying,Qualifications - Race 1 Group 1,9,156,135,0.625,0.3704,0.2815,Turn 5:0.88 n=9; Turn 1 Exit:0.75 n=9; Turn 4A:0.75 n=9; Turn 1 Entry:0.62 n=9,Corkscrew:0.12 n=9; Turn 9:0.38 n=9; Turn 10:0.50 n=9; Turn 11:0.50 n=9,7,37,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6711,event_indy_nxt_2025_5492,2025,Grand Prix of Monterey Race 2,WeatherTech Raceway Laguna Seca,road,qualifying,Qualifications - Race 2 Group 1,9,156,135,0.625,0.3704,0.2815,Turn 5:0.88 n=9; Turn 1 Exit:0.75 n=9; Turn 4A:0.75 n=9; Turn 1 Entry:0.62 n=9,Corkscrew:0.12 n=9; Turn 9:0.38 n=9; Turn 10:0.50 n=9; Turn 11:0.50 n=9,7,37,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6713,event_indy_nxt_2025_5491,2025,Grand Prix of Portland,Portland International Raceway,road,practice,Practice 1,27,426,294,0.4853,0.1463,0.1735,Turn 1:0.63 n=26; Turn 4:0.61 n=27; Turn 6:0.56 n=27; Turns 10/11:0.50 n=27,Turn 9:0.22 n=27; Turn 8:0.39 n=27; Turn 12:0.41 n=27; Turn 7:0.44 n=27,12,30,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6714,event_indy_nxt_2025_5491,2025,Grand Prix of Portland,Portland International Raceway,road,practice,Practice 2,23,354,220,0.6111,0.3591,0.1727,Turn 12:0.83 n=20; Turn 8:0.76 n=20; Turn 4:0.72 n=20; Turn 3:0.65 n=20,Turn 5:0.53 n=20; Turn 6:0.53 n=20; Turns 10/11:0.56 n=20; Turn 7:0.56 n=20,3,30,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6716,event_indy_nxt_2025_5491,2025,Grand Prix of Portland,Portland International Raceway,road,qualifying,Qualifications - Group 2,6,103,66,0.6905,0.4848,0.2121,,,3,30,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6727,event_indy_nxt_2025_5490,2025,INDY NXT by Firestone at the Milwaukee Mile,The Milwaukee Mile,oval,practice,Practice,46,559,297,0.6,0.3165,0.1178,SS1 to T2:0.68 n=46; T2 to BS:0.67 n=46; SS2 to T4:0.64 n=46; BS to T3:0.63 n=34,T1 to SS1:0.43 n=46; T4 to FS:0.56 n=45; T3 to SS2:0.56 n=34; BS to T3:0.63 n=34,5,26,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2025_6731,event_indy_nxt_2025_5489,2025,Music City Grand Prix,Nashville Superspeedway,oval,practice,Practice,43,473,344,0.5714,0.2384,0.1483,Turn 3:0.69 n=43; Turn 2 Entry:0.62 n=43; BackStretch Exit:0.59 n=43; Turn 1 Exit:0.56 n=43,Turn 4 Entry:0.50 n=43; Turn 4 Exit:0.50 n=43; Turn 1 Entry:0.53 n=43; Turn 1 Exit:0.56 n=43,12,23,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6766,event_indy_nxt_2026_5534,2026,Grand Prix of St. Petersburg,Streets of St. Petersburg,street,practice,Practice 1,23,331,207,0.4783,0.1932,0.1498,Turn 9:0.91 n=23; Turns 2/3:0.59 n=23; Turn 1:0.57 n=23; Turns 13/14:0.55 n=23,Turn 4:0.30 n=23; Turn 10:0.35 n=23; Turn 9a:0.39 n=23; Turns 11/12:0.41 n=23,15,29,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6767,event_indy_nxt_2026_5534,2026,Grand Prix of St. Petersburg,Streets of St. Petersburg,street,practice,Practice 2,2,38,16,0.3261,0.0,0.4375,,,23,29,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6769,event_indy_nxt_2026_5534,2026,Grand Prix of St. Petersburg,Streets of St. Petersburg,street,qualifying,Qualifications - Group 2,7,112,63,0.2,0.0952,0.5238,,,11,30,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6783,event_indy_nxt_2026_5536,2026,Grand Prix of Arlington,Streets of Arlington,street,practice,Practice 1,16,468,346,0.3333,0.1243,0.3468,BS 2:0.86 n=15; BS 3:0.82 n=15; BS 4:0.73 n=15; Turn 11:0.64 n=15,Turn 2:0.15 n=15; Turn 5:0.18 n=15; BS 5:0.18 n=15; Turn 7:0.22 n=15,23,47,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6784,event_indy_nxt_2026_5536,2026,Grand Prix of Arlington,Streets of Arlington,street,practice,Practice 2,4,125,92,0.3913,0.1196,0.3152,,,24,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6785,event_indy_nxt_2026_5536,2026,Grand Prix of Arlington,Streets of Arlington,street,qualifying,Qualifications - Group 1,7,204,161,0.1818,0.0248,0.7143,,,12,46,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6804,event_indy_nxt_2026_5533,2026,Grand Prix of Alabama Race 1,Barber Motorsports Park,road,practice,Practice,26,347,260,0.6978,0.4346,0.1538,Turn 4:0.87 n=26; Turns 5-6:0.87 n=26; Turns 14-16:0.85 n=26; Turn 7:0.79 n=26,Turn 17:0.59 n=26; Turns 12-13:0.61 n=26; Turn 11:0.65 n=26; Turns 1-3:0.66 n=26,9,34,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6806,event_indy_nxt_2026_5533,2026,Grand Prix of Alabama Race 1,Barber Motorsports Park,road,qualifying,Qualifying - Race 1 Group 2,6,106,60,0.6364,0.2333,0.2167,,,3,33,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6809,event_indy_nxt_2026_5535,2026,Grand Prix of Alabama Race 2,Barber Motorsports Park,road,qualifying,Qualifying - Race 2 Group 2,6,106,60,0.6364,0.2333,0.2167,,,3,33,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6828,event_indy_nxt_2026_5539,2026,Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,practice,Practice,20,335,200,0.5882,0.36,0.155,Backstretch:0.83 n=20; Turn 11:0.76 n=20; Turn 12/13:0.71 n=20; Turn 8/9:0.66 n=20,Turn 14:0.38 n=20; Turn 1/2:0.43 n=20; Turn 3:0.47 n=20; Turn 10:0.51 n=20,12,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6831,event_indy_nxt_2026_5539,2026,Indianapolis Grand Prix Race 1,Indianapolis Motor Speedway Road Course,road,qualifying,Qualifying - Race 1 Group 1,7,114,70,0.4545,0.2286,0.2143,,,7,33,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6833,event_indy_nxt_2026_5548,2026,Indianapolis Grand Prix Race 2,Indianapolis Motor Speedway Road Course,road,qualifying,Qualifying - Race 2 Group 1,7,114,70,0.4545,0.2286,0.2143,,,7,33,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6850,event_indy_nxt_2026_5532,2026,Detroit Grand Prix,Streets of Detroit,street,practice,Practice 1,24,538,368,0.4348,0.0897,0.2391,I4 to I5:0.75 n=23; Back Str 2:0.57 n=23; I2A to I2:0.57 n=23; I3 to I4:0.52 n=23,I12 to I13:0.22 n=23; I9 to I10:0.25 n=23; I2 to I3:0.35 n=23; I14 to I15:0.36 n=23,20,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6851,event_indy_nxt_2026_5532,2026,Detroit Grand Prix,Streets of Detroit,street,practice,Practice 2,29,631,448,0.5217,0.1964,0.1674,Back Str 2:0.86 n=28; I2A to I2:0.63 n=28; I14 to I15:0.62 n=28; I4 to I5:0.61 n=28,I2 to I3:0.33 n=28; I6 to I7:0.39 n=28; I9 to I10:0.43 n=28; I11 to 12:0.43 n=28,15,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6853,event_indy_nxt_2026_5532,2026,Detroit Grand Prix,Streets of Detroit,street,qualifying,Qualifying - Group 2,6,175,96,0.3636,0.1042,0.3229,,,7,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6863,event_indy_nxt_2026_5546,2026,INDY NXT by Firestone at World Wide Technology Raceway,World Wide Technology Raceway,oval,practice,Practice,41,421,246,0.6364,0.2967,0.126,Turn 1:0.75 n=41; Turn 2:0.73 n=41; Turn 4:0.70 n=41; Turn 3:0.59 n=41,BS - T3:0.36 n=41; BS - T2:0.48 n=41; Turn 3:0.59 n=41; Turn 4:0.70 n=41,19,26,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6864,event_indy_nxt_2026_5546,2026,INDY NXT by Firestone at World Wide Technology Raceway,World Wide Technology Raceway,oval,qualifying,Qualifying,2,19,12,0.5,0.1667,0.0,,,11,23,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6869,event_indy_nxt_2026_5545,2026,Grand Prix at Road America Race 1,Road America,road,practice,Practice,15,394,300,0.5217,0.12,0.12,I9 to I10:0.68 n=15; I2 to I3:0.65 n=15; I13A to I14:0.62 n=15; I4A to I5:0.62 n=15,I8 to I9:0.19 n=15; I3 to I3A:0.39 n=15; I15C to I15:0.41 n=15; I1B to I1:0.41 n=15,19,49,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6871,event_indy_nxt_2026_5545,2026,Grand Prix at Road America Race 1,Road America,road,qualifying,Qualifying - Race 1 Group 2,7,167,140,0.4545,0.1786,0.1714,,,8,91,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6874,event_indy_nxt_2026_5537,2026,Grand Prix at Road America Race 2,Road America,road,qualifying,Qualifying - Race 2 Group 2,7,167,140,0.4545,0.1786,0.1714,,,8,91,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6891,event_indy_nxt_2026_5544,2026,Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,road,practice,Practice,23,490,368,0.3043,0.0924,0.3886,Turn 2:0.62 n=23; Turn 5:0.57 n=23; Turn 4:0.57 n=23; Turn 12:0.56 n=23,Turn 1:0.14 n=23; Turn 3:0.22 n=23; Turn 1A:0.22 n=23; Turn 10:0.25 n=23,21,31,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6893,event_indy_nxt_2026_5544,2026,Grand Prix at Mid-Ohio Race 1,Mid-Ohio Sports Car Course,road,qualifying,Qualifying - Race 1 Group 2,7,147,112,0.4273,0.1161,0.1607,,,8,32,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6896,event_indy_nxt_2026_5543,2026,Grand Prix at Mid-Ohio Race 2,Mid-Ohio Sports Car Course,road,qualifying,Qualifying - Race 2 Group 2,7,147,112,0.4273,0.1161,0.1607,,,8,32,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6898,event_indy_nxt_2026_5547,2026,Grand Prix of Portland,Portland International Raceway,road,practice,Practice 1,25,385,275,0.5,0.1927,0.1891,Turn 7:0.70 n=25; Turn 5:0.67 n=25; Turn 4:0.62 n=25; Turn 2:0.61 n=25,Turn 9:0.12 n=25; Turn 8:0.30 n=25; Turns 10/11:0.37 n=25; Turn 3:0.52 n=25,15,32,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6899,event_indy_nxt_2026_5547,2026,Grand Prix of Portland,Portland International Raceway,road,practice,Practice 2,30,469,330,0.5652,0.2576,0.1545,Turn 3:0.74 n=30; Turns 10/11:0.70 n=30; Turn 2:0.67 n=30; Turn 7:0.65 n=30,Turn 9:0.26 n=30; Turn 8:0.39 n=30; Turn 5:0.42 n=30; Turn 1:0.49 n=30,16,33,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6900,event_indy_nxt_2026_5547,2026,Grand Prix of Portland,Portland International Raceway,road,qualifying,Qualifying - Group 1,8,143,77,0.4545,0.1818,0.2857,,,8,32,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6923,event_indy_nxt_2026_5538,2026,Music City Grand Prix,Nashville Superspeedway,oval,qualifying,Qualifying,2,19,16,0.6364,0.25,0.0,,,8,20,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6924,event_indy_nxt_2026_5538,2026,Music City Grand Prix,Nashville Superspeedway,oval,practice,Practice,46,474,368,0.7273,0.4837,0.1196,Turn 2 Entry:0.85 n=46; Turn 4 Entry:0.85 n=46; Turn 4 Exit:0.81 n=46; BackStretch Entry:0.77 n=46,Turn 1 Entry:0.62 n=46; BackStretch Exit:0.64 n=46; Turn 1 Exit:0.71 n=46; Turn 3:0.76 n=46,7,23,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6934,event_indy_nxt_2026_5540,2026,INDY NXT by Firestone at Milwaukee Mile,The Milwaukee Mile,oval,practice,Practice,37,455,259,0.4091,0.2201,0.305,T3 to SS2:0.77 n=37; SS2 to T4:0.45 n=37; T1 to SS1:0.43 n=37; SS1 to T2:0.41 n=37,T4 to FS:0.24 n=37; T2 to BS:0.27 n=37; BS to T3:0.27 n=37; SS1 to T2:0.41 n=37,20,26,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6935,event_indy_nxt_2026_5540,2026,INDY NXT by Firestone at Milwaukee Mile,The Milwaukee Mile,oval,qualifying,Qualifying,2,21,14,0.3079,0.0,0.1429,,,14,23,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6947,event_indy_nxt_2026_5542,2026,Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,road,practice,Practice 1,13,233,187,0.5217,0.1765,0.139,Turn 1 Exit:0.84 n=13; Turn 7:0.74 n=13; Turn 10:0.70 n=13; Turn 2:0.70 n=13,Corkscrew:0.39 n=13; Turn 11:0.41 n=13; Turn 6:0.43 n=13; Turn 5:0.43 n=9,17,42,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6948,event_indy_nxt_2026_5542,2026,Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,road,practice,Practice 2,14,275,195,0.4762,0.2205,0.2256,Turn 4:0.67 n=13; Turn 1 Entry:0.64 n=13; Turn 3:0.59 n=13; Turn 5:0.57 n=13,Corkscrew:0.23 n=13; Turn 11:0.25 n=13; Turn 7A:0.43 n=13; Turn 2:0.45 n=13,13,42,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6950,event_indy_nxt_2026_5542,2026,Grand Prix of Monterey Race 1,WeatherTech Raceway Laguna Seca,road,qualifying,Qualifying - Race 1 Group 2,8,139,120,0.4545,0.1917,0.2167,Turn 4:0.86 n=8; Turn 10:0.68 n=8; Corkscrew:0.68 n=8; Turn 1 Exit:0.64 n=8,Turn 6:0.32 n=8; Turn 9:0.32 n=8; Turn 11:0.36 n=8; Turn 7A:0.41 n=8,4,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
session_indy_nxt_2026_6953,event_indy_nxt_2026_5541,2026,Grand Prix of Monterey Race 2,WeatherTech Raceway Laguna Seca,road,qualifying,Qualifying - Race 2 Group 2,8,139,120,0.4545,0.1917,0.2167,Turn 4:0.86 n=8; Turn 10:0.68 n=8; Corkscrew:0.68 n=8; Turn 1 Exit:0.64 n=8,Turn 6:0.32 n=8; Turn 9:0.32 n=8; Turn 11:0.36 n=8; Turn 7A:0.41 n=8,4,40,official_section_results+official_top_section_times,d4d96f43d7e734ba26b0bdefe7d2d3e6ec0096e36dc05af4008d5fc7acfe69fd
