sessionId,eventId,seasonYear,eventName,trackName,trackType,sessionType,sessionName,sectionName,sectionType,rank,fieldSize,percentile,time,timeSeconds,speedMph,lapNumber,sourceState,sourceMetricId,sourceHash
session_indy_nxt_2024_6355,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 2,Turn 7 to Turn 11,track_section,12,21,0.45,00:17.8493,17.8493,117.498,20,official_top_section_times,metric_indy_nxt_2024_6355_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6355,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,practice,Practice 2,Turn 11 to SF,pit_or_timing_line,7,21,0.7,00:20.8119,20.8119,114.499,19,official_top_section_times,metric_indy_nxt_2024_6355_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Lap,lap_total,4,10,0.6667,01:11.7876,71.7876,115.34,9,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turns 14-16,track_section,4,10,0.6667,00:05.5337,5.5337,108.796,3,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turn 17,track_section,3,10,0.7778,00:09.4462,9.4462,112.743,4,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,FS-PO,pit_or_timing_line,4,10,0.6667,00:02.0452,2.0452,148.686,4,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turns 1-3,track_section,2,10,0.8889,00:10.1196,10.1196,102.546,9,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turn 4,track_section,3,10,0.7778,00:07.2455,7.2455,132.496,9,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turns 5-6,track_section,5,10,0.5556,00:05.6724,5.6724,70.557,4,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turn 7,track_section,2,10,0.8889,00:08.0399,8.0399,129.072,5,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turns 8-9,track_section,8,10,0.2222,00:07.4302,7.4302,87.45,4,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turn 10,track_section,4,10,0.6667,00:04.2813,4.2813,127.404,8,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turn 11,track_section,4,10,0.6667,00:06.0006,6.0006,150.325,9,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,Turns 12-13,track_section,5,10,0.5556,00:05.6406,5.6406,126.92,8,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,I2 to I3,track_section,3,10,0.7778,00:12.9310,12.931,105.191,6,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
session_indy_nxt_2024_6357,event_indy_nxt_2024_5470,2024,Grand Prix of Alabama,Barber Motorsports Park,road,qualifying,Qualifications - Group 2,I4 to I5,track_section,7,10,0.3333,00:11.7276,11.7276,101.915,4,official_top_section_times,metric_indy_nxt_2024_6357_top_section_times,64c2452b244d1c2ecb1db01df0735b1a0f631db0d4e74397ed7fa3a89b845978
