sessionId,restartIndex,restartLap,driverId,driverName,carNumber,isBryce,isTeammate,baselinePosition,endPosition,net,sourceHash
session_indy_nxt_2026_6749,1,8,driver_carson_etter,Carson Etter,11,false,true,18,21,-3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_enzo_fittipaldi,Enzo Fittipaldi,67,false,false,3,1,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_josh_pierson,Josh Pierson,29,false,false,17,16,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_jack_beeton,Jack Beeton,45,false,false,21,20,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_colin_kaminsky,Colin Kaminsky,57,false,false,11,10,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_niels_koolen,Niels Koolen,10,false,true,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_carson_etter,Carson Etter,11,false,true,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_max_garcia,Max Garcia,12,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,23,23,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_nicolas_stati,Nicolas Stati,15,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_salvador_de_alba,Salvador de Alba,17,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_nikita_johnson,Nikita Johnson,21,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_lochie_hughes,Lochie Hughes,26,false,false,22,22,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_seb_murray,Seb Murray,27,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_max_taylor,Max Taylor,28,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_jordan_missig,Jordan Missig,48,false,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_jm_correa,JM Correa,68,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_james_roe,James Roe,8,false,true,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_bryce_aron,Bryce Aron,9,true,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_myles_rowe,Myles Rowe,99,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_matteo_nannini,Matteo Nannini,20,false,false,10,11,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_nicholas_monteiro,Nicholas Monteiro,4,false,false,20,21,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_alexander_koreiba,Alexander Koreiba,75,false,false,16,17,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,2,28,driver_tymek_kucharczyk,Tymek Kucharczyk,71,false,false,1,3,-2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_salvador_de_alba,Salvador de Alba,17,false,false,13,12,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_max_taylor,Max Taylor,28,false,false,11,10,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_nicholas_monteiro,Nicholas Monteiro,4,false,false,19,18,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_jm_correa,JM Correa,68,false,false,12,11,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_carson_etter,Carson Etter,11,false,true,20,20,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_max_garcia,Max Garcia,12,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,22,22,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_nicolas_stati,Nicolas Stati,15,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_matteo_nannini,Matteo Nannini,20,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_nikita_johnson,Nikita Johnson,21,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_lochie_hughes,Lochie Hughes,26,false,false,21,21,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_seb_murray,Seb Murray,27,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_josh_pierson,Josh Pierson,29,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_jack_beeton,Jack Beeton,45,false,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_colin_kaminsky,Colin Kaminsky,57,false,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_enzo_fittipaldi,Enzo Fittipaldi,67,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_tymek_kucharczyk,Tymek Kucharczyk,71,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_alexander_koreiba,Alexander Koreiba,75,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_bryce_aron,Bryce Aron,9,true,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_myles_rowe,Myles Rowe,99,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_james_roe,James Roe,8,false,true,18,19,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6749,3,34,driver_jordan_missig,Jordan Missig,48,false,false,10,13,-3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_jack_beeton,Jack Beeton,45,false,false,17,15,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_jm_correa,JM Correa,68,false,false,21,19,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_salvador_de_alba,Salvador de Alba,17,false,false,23,22,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_jordan_missig,Jordan Missig,48,false,false,9,8,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_ricardo_escotto,Ricardo Escotto,76,false,false,10,9,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_myles_rowe,Myles Rowe,99,false,false,8,7,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_max_garcia,Max Garcia,12,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_nicolas_stati,Nicolas Stati,15,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_nikita_johnson,Nikita Johnson,21,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_lochie_hughes,Lochie Hughes,26,false,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_max_taylor,Max Taylor,28,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_nicholas_monteiro,Nicholas Monteiro,4,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_enzo_fittipaldi,Enzo Fittipaldi,67,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_tymek_kucharczyk,Tymek Kucharczyk,71,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_alexander_koreiba,Alexander Koreiba,75,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_james_roe,James Roe,8,false,true,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_niels_koolen,Niels Koolen,10,false,true,15,16,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_carson_etter,Carson Etter,11,false,true,19,20,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_matteo_nannini,Matteo Nannini,20,false,false,20,21,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_seb_murray,Seb Murray,27,false,false,22,23,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_colin_kaminsky,Colin Kaminsky,57,false,false,16,17,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,1,4,driver_bryce_aron,Bryce Aron,9,true,false,7,10,-3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,23,20,3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_jm_correa,JM Correa,68,false,false,14,11,3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_jack_beeton,Jack Beeton,45,false,false,12,10,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_niels_koolen,Niels Koolen,10,false,true,19,18,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_nicolas_stati,Nicolas Stati,15,false,false,10,9,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_salvador_de_alba,Salvador de Alba,17,false,false,18,17,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_matteo_nannini,Matteo Nannini,20,false,false,17,16,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_nicholas_monteiro,Nicholas Monteiro,4,false,false,15,14,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_colin_kaminsky,Colin Kaminsky,57,false,false,16,15,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_ricardo_escotto,Ricardo Escotto,76,false,false,8,7,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_bryce_aron,Bryce Aron,9,true,false,9,8,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_max_garcia,Max Garcia,12,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_nikita_johnson,Nikita Johnson,21,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_jordan_missig,Jordan Missig,48,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_enzo_fittipaldi,Enzo Fittipaldi,67,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_tymek_kucharczyk,Tymek Kucharczyk,71,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_alexander_koreiba,Alexander Koreiba,75,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_myles_rowe,Myles Rowe,99,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_carson_etter,Carson Etter,11,false,true,21,22,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_lochie_hughes,Lochie Hughes,26,false,false,11,12,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_seb_murray,Seb Murray,27,false,false,22,23,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_james_roe,James Roe,8,false,true,20,21,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6750,2,30,driver_max_taylor,Max Taylor,28,false,false,7,19,-12,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_jack_beeton,Jack Beeton,45,false,false,23,21,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_niels_koolen,Niels Koolen,10,false,true,24,23,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_salvador_de_alba,Salvador de Alba,17,false,false,10,9,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_carson_etter,Carson Etter,11,false,true,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_max_garcia,Max Garcia,12,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_nicolas_stati,Nicolas Stati,15,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_matteo_nannini,Matteo Nannini,20,false,false,20,20,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_nikita_johnson,Nikita Johnson,21,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_lochie_hughes,Lochie Hughes,26,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_seb_murray,Seb Murray,27,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_max_taylor,Max Taylor,28,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_josh_pierson,Josh Pierson,29,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_nicholas_monteiro,Nicholas Monteiro,4,false,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_colin_kaminsky,Colin Kaminsky,57,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_jm_correa,JM Correa,68,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_tymek_kucharczyk,Tymek Kucharczyk,71,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_alexander_koreiba,Alexander Koreiba,75,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_ricardo_escotto,Ricardo Escotto,76,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_james_roe,James Roe,8,false,true,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_bryce_aron,Bryce Aron,9,true,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_myles_rowe,Myles Rowe,99,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,9,10,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_enzo_fittipaldi,Enzo Fittipaldi,67,false,false,21,22,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,1,3,driver_jordan_missig,Jordan Missig,48,false,false,22,24,-2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_jack_beeton,Jack Beeton,45,false,false,20,17,3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_max_garcia,Max Garcia,12,false,false,11,10,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_niels_koolen,Niels Koolen,10,false,true,22,22,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_nicolas_stati,Nicolas Stati,15,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_salvador_de_alba,Salvador de Alba,17,false,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_nikita_johnson,Nikita Johnson,21,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_lochie_hughes,Lochie Hughes,26,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_seb_murray,Seb Murray,27,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_max_taylor,Max Taylor,28,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_josh_pierson,Josh Pierson,29,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_nicholas_monteiro,Nicholas Monteiro,4,false,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_jordan_missig,Jordan Missig,48,false,false,23,23,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_colin_kaminsky,Colin Kaminsky,57,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_enzo_fittipaldi,Enzo Fittipaldi,67,false,false,21,21,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_jm_correa,JM Correa,68,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_tymek_kucharczyk,Tymek Kucharczyk,71,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_alexander_koreiba,Alexander Koreiba,75,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_ricardo_escotto,Ricardo Escotto,76,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_myles_rowe,Myles Rowe,99,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,10,11,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_matteo_nannini,Matteo Nannini,20,false,false,19,20,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_james_roe,James Roe,8,false,true,18,19,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,2,9,driver_bryce_aron,Bryce Aron,9,true,false,17,18,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_matteo_nannini,Matteo Nannini,20,false,false,19,18,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_alexander_koreiba,Alexander Koreiba,75,false,false,17,16,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_niels_koolen,Niels Koolen,10,false,true,20,20,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_max_garcia,Max Garcia,12,false,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_alessandro_de_tullio,Alessandro de Tullio,14,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_nicolas_stati,Nicolas Stati,15,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_salvador_de_alba,Salvador de Alba,17,false,false,10,10,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_nikita_johnson,Nikita Johnson,21,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6751,3,20,driver_lochie_hughes,Lochie Hughes,26,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
