sessionId,restartIndex,restartLap,driverId,driverName,carNumber,isBryce,isTeammate,baselinePosition,endPosition,net,sourceHash
session_indy_nxt_2024_6326,1,9,driver_nolan_allaer,Nolan Allaer,11,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_caio_collet,Caio Collet,18,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_louis_foster,Louis Foster,26,false,true,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_jamie_chadwick,Jamie Chadwick,28,false,true,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_michael_d_orlando,Michael d'Orlando,3,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_niels_koolen,Niels Koolen,33,false,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_nolan_siegel,Nolan Siegel,39,false,false,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_jack_william_miller,Jack William Miller,40,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_jacob_abel,Jacob Abel,51,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_christian_bogle,Christian Bogle,7,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_lindsay_brewer,Lindsay Brewer,76,false,false,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_yuven_sundaramoorthy,Yuven Sundaramoorthy,22,false,false,7,8,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_jonathan_browne,Jonathan Browne,23,false,false,13,14,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,1,9,driver_james_roe,James Roe,29,false,true,9,13,-4,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_reece_gold,Reece Gold,10,false,false,7,5,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_nolan_allaer,Nolan Allaer,11,false,false,14,12,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_salvador_de_alba,Salvador de Alba,2,false,false,10,8,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_jonathan_browne,Jonathan Browne,23,false,false,12,10,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_niels_koolen,Niels Koolen,33,false,false,15,13,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_myles_rowe,Myles Rowe,99,false,false,9,7,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_callum_hedge,Callum Hedge,17,false,false,4,3,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_michael_d_orlando,Michael d'Orlando,3,false,false,16,15,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_caio_collet,Caio Collet,18,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_yuven_sundaramoorthy,Yuven Sundaramoorthy,22,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_louis_foster,Louis Foster,26,false,true,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_james_roe,James Roe,29,false,true,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_nolan_siegel,Nolan Siegel,39,false,false,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_jack_william_miller,Jack William Miller,40,false,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_lindsay_brewer,Lindsay Brewer,76,false,false,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_josh_pierson,Josh Pierson,14,false,false,8,9,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_jacob_abel,Jacob Abel,51,false,false,3,4,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_christian_bogle,Christian Bogle,7,false,false,13,14,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,2,27,driver_jamie_chadwick,Jamie Chadwick,28,false,true,5,16,-11,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_reece_gold,Reece Gold,10,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_nolan_allaer,Nolan Allaer,11,false,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_josh_pierson,Josh Pierson,14,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_callum_hedge,Callum Hedge,17,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_caio_collet,Caio Collet,18,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_salvador_de_alba,Salvador de Alba,2,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_yuven_sundaramoorthy,Yuven Sundaramoorthy,22,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_jonathan_browne,Jonathan Browne,23,false,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_louis_foster,Louis Foster,26,false,true,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_jamie_chadwick,Jamie Chadwick,28,false,true,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_james_roe,James Roe,29,false,true,10,10,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_michael_d_orlando,Michael d'Orlando,3,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_niels_koolen,Niels Koolen,33,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_nolan_siegel,Nolan Siegel,39,false,false,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_jack_william_miller,Jack William Miller,40,false,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_jacob_abel,Jacob Abel,51,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_christian_bogle,Christian Bogle,7,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6326,3,41,driver_myles_rowe,Myles Rowe,99,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_ricardo_escotto,Ricardo Escotto,75,false,false,16,13,3,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_niels_koolen,Niels Koolen,33,false,false,17,16,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_christian_brooks,Christian Brooks,39,false,false,12,11,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_lindsay_brewer,Lindsay Brewer,76,false,false,18,17,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_reece_gold,Reece Gold,10,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_callum_hedge,Callum Hedge,17,false,false,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_caio_collet,Caio Collet,18,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_salvador_de_alba,Salvador de Alba,2,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_yuven_sundaramoorthy,Yuven Sundaramoorthy,22,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_jonathan_browne,Jonathan Browne,23,false,false,20,20,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_louis_foster,Louis Foster,26,false,true,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_bryce_aron,Bryce Aron,27,true,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_jamie_chadwick,Jamie Chadwick,28,false,true,10,10,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_jack_william_miller,Jack William Miller,40,false,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_jacob_abel,Jacob Abel,51,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_christian_bogle,Christian Bogle,7,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_myles_rowe,Myles Rowe,99,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_josh_pierson,Josh Pierson,14,false,false,13,14,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_james_roe,James Roe,29,false,true,11,12,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6327,1,17,driver_nolan_allaer,Nolan Allaer,11,false,false,14,18,-4,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_niels_koolen,Niels Koolen,10,false,true,13,12,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_seb_murray,Seb Murray,2,false,false,14,13,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_james_roe,James Roe,29,false,false,16,15,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_nolan_allaer,Nolan Allaer,11,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_josh_pierson,Josh Pierson,14,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_tommy_smith,Tommy Smith,16,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_callum_hedge,Callum Hedge,17,false,false,5,5,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_max_taylor,Max Taylor,18,false,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_lochie_hughes,Lochie Hughes,26,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_dennis_hauger,Dennis Hauger,28,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_liam_sceats,Liam Sceats,30,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_jack_william_miller,Jack William Miller,40,false,false,10,10,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_caio_collet,Caio Collet,76,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_bryce_aron,Bryce Aron,9,true,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_myles_rowe,Myles Rowe,99,false,false,4,4,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_jm_correa,JM Correa,39,false,false,15,16,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6442,1,5,driver_hailie_deegan,Hailie Deegan,38,false,false,12,14,-2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_evagoras_papasavvas,Evagoras Papasavvas,24,false,false,12,10,2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_salvador_de_alba,Salvador de Alba,27,false,false,5,4,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_dennis_hauger,Dennis Hauger,28,false,false,2,1,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_ricardo_escotto,Ricardo Escotto,3,false,false,15,14,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_jordan_missig,Jordan Missig,48,false,false,14,13,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_myles_rowe,Myles Rowe,99,false,false,4,3,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_niels_koolen,Niels Koolen,10,false,true,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_nolan_allaer,Nolan Allaer,11,false,false,21,21,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_josh_pierson,Josh Pierson,14,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_tommy_smith,Tommy Smith,16,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_seb_murray,Seb Murray,2,false,false,18,18,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_james_roe,James Roe,29,false,false,9,9,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_hailie_deegan,Hailie Deegan,38,false,false,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_jack_william_miller,Jack William Miller,40,false,false,20,20,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_caio_collet,Caio Collet,76,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_bryce_aron,Bryce Aron,9,true,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_nikita_johnson,Nikita Johnson,18,false,false,11,12,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_lochie_hughes,Lochie Hughes,26,false,false,1,2,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_liam_sceats,Liam Sceats,30,false,false,10,11,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_callum_hedge,Callum Hedge,17,false,false,3,5,-2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6443,1,5,driver_jm_correa,JM Correa,39,false,false,13,15,-2,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_josh_pierson,Josh Pierson,14,false,false,7,6,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_tommy_smith,Tommy Smith,16,false,false,18,17,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_salvador_de_alba,Salvador de Alba,27,false,false,5,4,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_liam_sceats,Liam Sceats,30,false,false,9,8,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_niels_koolen,Niels Koolen,10,false,true,20,20,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_nikita_johnson,Nikita Johnson,18,false,false,10,10,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_seb_murray,Seb Murray,2,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_evagoras_papasavvas,Evagoras Papasavvas,24,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_lochie_hughes,Lochie Hughes,26,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_dennis_hauger,Dennis Hauger,28,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_ricardo_escotto,Ricardo Escotto,3,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_hailie_deegan,Hailie Deegan,38,false,false,19,19,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_jack_william_miller,Jack William Miller,40,false,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_caio_collet,Caio Collet,76,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_bryce_aron,Bryce Aron,9,true,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_myles_rowe,Myles Rowe,99,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_nolan_allaer,Nolan Allaer,11,false,false,17,18,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_callum_hedge,Callum Hedge,17,false,false,4,5,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_james_roe,James Roe,29,false,false,6,7,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,1,12,driver_jordan_missig,Jordan Missig,48,false,false,8,9,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_callum_hedge,Callum Hedge,17,false,false,5,4,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_jack_william_miller,Jack William Miller,40,false,false,10,9,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_nolan_allaer,Nolan Allaer,11,false,false,16,16,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_josh_pierson,Josh Pierson,14,false,false,6,6,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_tommy_smith,Tommy Smith,16,false,false,15,15,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_seb_murray,Seb Murray,2,false,false,13,13,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_evagoras_papasavvas,Evagoras Papasavvas,24,false,false,11,11,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_lochie_hughes,Lochie Hughes,26,false,false,1,1,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_dennis_hauger,Dennis Hauger,28,false,false,8,8,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_ricardo_escotto,Ricardo Escotto,3,false,false,14,14,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_liam_sceats,Liam Sceats,30,false,false,7,7,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_hailie_deegan,Hailie Deegan,38,false,false,17,17,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_caio_collet,Caio Collet,76,false,false,2,2,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_bryce_aron,Bryce Aron,9,true,false,12,12,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_myles_rowe,Myles Rowe,99,false,false,3,3,0,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_salvador_de_alba,Salvador de Alba,27,false,false,4,5,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6444,2,31,driver_jordan_missig,Jordan Missig,48,false,false,9,10,-1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6445,1,4,driver_nolan_allaer,Nolan Allaer,11,false,false,18,17,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6445,1,4,driver_seb_murray,Seb Murray,2,false,false,10,9,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6445,1,4,driver_hailie_deegan,Hailie Deegan,38,false,false,19,18,1,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
