driverId,driverName,raceRows,finishPercentileMean,finishPercentileMedian,shrunkStrengthRating,avgStartPercentile,avgPoints,top5Rate,top10Rate,issueLikeStatusRate,sourceState,caveat
driver_louis_foster,Louis Foster,14,0.9451388888888889,1.0,0.783270202020202,0.88468720821662,45.642857142857146,0.9285714285714286,1.0,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_dennis_hauger,Dennis Hauger,14,0.875093370681606,0.9444444444444444,0.7386957813428402,0.9685807656395892,42.785714285714285,0.8571428571428571,0.9285714285714286,0.07142857142857142,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_tymek_kucharczyk,Tymek Kucharczyk,12,0.8695652173913043,0.9130434782608696,0.7217391304347827,0.7463768115942029,34.5,0.8333333333333334,1.0,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_caio_collet,Caio Collet,28,0.7679872168165511,0.8856209150326797,0.7084345019684286,0.8585543208511475,34.392857142857146,0.75,0.8571428571428571,0.10714285714285714,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_jacob_abel,Jacob Abel,14,0.8217406260749914,0.9205882352941177,0.7047440347749946,0.8925638237751241,36.92857142857143,0.7857142857142857,0.8571428571428571,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_nikita_johnson,Nikita Johnson,15,0.7673913043478261,0.782608695652174,0.6743856332703213,0.7540579710144928,31.066666666666666,0.4,0.8666666666666667,0.06666666666666667,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_enzo_fittipaldi,Enzo Fittipaldi,12,0.7862318840579711,0.9347826086956522,0.6717391304347826,0.6847826086956521,35.916666666666664,0.75,0.75,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_lochie_hughes,Lochie Hughes,26,0.7111432098509767,0.8260869565217391,0.6614624545919233,0.7879992993500868,30.192307692307693,0.6153846153846154,0.7692307692307693,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_nolan_siegel,Nolan Siegel,5,0.77,0.95,0.6038461538461538,0.85,35.4,0.8,0.8,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_myles_rowe,Myles Rowe,40,0.604434806912849,0.7213622291021672,0.5870290057607075,0.5448550818115194,26.075,0.4,0.725,0.15,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_salvador_de_alba,Salvador de Alba,40,0.5956078515502311,0.6099033816425121,0.5796732096251925,0.5371641726866185,24.125,0.375,0.625,0.1,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_christian_brooks,Christian Brooks,8,0.6569164946680426,0.6656346749226005,0.5784582473340213,0.6838826539387685,26.0,0.375,1.0,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_callum_hedge,Callum Hedge,28,0.5988703376087277,0.6944444444444444,0.5768991514734548,0.6117597916359526,24.642857142857142,0.35714285714285715,0.6785714285714286,0.03571428571428571,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_jack_beeton,Jack Beeton,12,0.6195652173913043,0.6086956521739131,0.5717391304347826,0.6268115942028986,22.916666666666668,0.25,0.5,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_max_taylor,Max Taylor,18,0.5948572411420708,0.6304347826086957,0.5656703977137414,0.6860568110624198,25.22222222222222,0.3888888888888889,0.6666666666666666,0.1111111111111111,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_alessandro_de_tullio,Alessandro de Tullio,12,0.6086956521739131,0.6739130434782609,0.5652173913043479,0.9456521739130435,25.166666666666668,0.3333333333333333,0.6666666666666666,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_michael_d_orlando,Michael d'Orlando,10,0.5996078431372549,0.6274509803921569,0.5553376906318083,0.572843137254902,23.7,0.1,0.7,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_josh_pierson,Josh Pierson,40,0.5486357330880484,0.5603864734299517,0.5405297775733736,0.5814251675117034,22.4,0.2,0.575,0.075,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_evagoras_papasavvas,Evagoras Papasavvas,5,0.5683625730994152,0.55,0.5262932973459289,0.4367251461988304,23.4,0.2,0.6,0.0,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_jm_correa,JM Correa,21,0.5302876757110166,0.5652173913043479,0.521932454825219,0.49621396486385044,20.952380952380953,0.14285714285714285,0.5238095238095238,0.09523809523809523,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
driver_reece_gold,Reece Gold,13,0.5188831335503162,0.5,0.5116895588644814,0.6158632346325845,22.23076923076923,0.15384615384615385,0.46153846153846156,0.15384615384615385,official_results_empirical_bayes,Descriptive strength context with shrinkage toward field mean; not a causal or scouting model.
