driverId,driverName,nationality,hometown,seriesIds,seasonYears,teamCount,carCount,eventCount,sessionCount,qualifyingRows,resultRows,lapRows,bestObservedFinish,medianObservedFinish,sharedRaceSessionWithBryceCount,sameTeamAsBryceEventCount,cohortLabel,provenanceRefCount,sourceState,sourceHash
driver_ryan_dalziel,Ryan Dalziel,GBR,"Glasgow, Scotland",series_imsa_weathertech,2025,1,1,1,1,0,1,181,11,11.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_ryder_quinn,Ryder Quinn,Australia,,series_froc,2024,0,1,2,12,0,12,0,3,10.0,3,0,shared_race_field,12,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_salih_yoluc,Salih Yoluc,TUR,"London, United Kingdom",series_imsa_weathertech,2025,1,1,1,1,0,1,141,50,50.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_salvador_de_alba,Salvador de Alba,,,series_indy_nxt,2024;2025;2026,3,3,36,135,51,135,1531,1,8.0,36,0,shared_race_field,135,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sam_lockwood,Sam Lockwood,,,series_frp_f1600,2019,0,1,1,6,0,6,0,16,18.5,3,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_samuel_harrison,Samuel HARRISON,,,series_formula_ford,2020,0,2,5,16,0,16,0,3,12.5,9,0,shared_race_field,16,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sarah_bovy,Sarah Bovy,BEL,"Brussels, Belgium",series_imsa_weathertech,2025,1,1,1,1,0,1,152,33,33.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_scott_andrews,Scott Andrews,AUS,"Torquay, Australia",series_imsa_weathertech,2025,1,1,1,1,0,1,142,43,43.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_scott_dixon,Scott Dixon,NZL,"Auckland, New Zealand",series_imsa_weathertech,2025,1,1,1,1,0,1,221,2,2.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_scott_guthrie,Scott GUTHRIE,,,series_formula_ford,2020,0,1,1,2,0,2,0,10,10.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_scott_mclaughlin,Scott McLaughlin,NZL,"Christchurch, New Zealand",series_imsa_weathertech,2025,1,1,1,1,0,1,187,24,24.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_scott_rawlinson,Scott RAWLINSON,,,series_formula_ford,2020,0,1,1,7,0,7,0,13,14.0,1,0,shared_race_field,7,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_scott_rubenzer,Scott Rubenzer,,,series_frp_f1600,2019,0,1,6,31,0,31,0,2,9.0,18,0,shared_race_field,31,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_seamus_wild,Seamus WILD,,,series_formula_ford,2020,0,1,1,3,0,3,0,25,27.0,2,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sean_byrne,Sean BYRNE,,,series_formula_ford,2020,0,1,1,3,0,3,0,10,13.0,0,0,observed_competitor_or_codriver,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_seb_murray,Seb Murray,,,series_indy_nxt,2025;2026,2,2,21,86,38,86,805,2,10.0,21,0,shared_race_field,86,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sebastian_alvarez,Sebastian Alvarez,MEX,"Mexico City, Mexico",series_gb3;series_imsa_weathertech,2021;2025,2,2,8,40,14,40,170,1,8.5,21,0,shared_race_field,41,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sebastian_melrose,Sebastian MELROSE,,,series_formula_ford,2020,0,1,1,3,0,3,0,6,8.0,0,0,observed_competitor_or_codriver,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sebastian_manson,Sebastian Manson,New Zealand,,series_froc,2024,0,1,4,17,0,17,0,6,12.0,5,0,shared_race_field,17,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sebastian_priaulx,Sebastian Priaulx,GBR,"Guernsey, United Kingdom",series_imsa_weathertech,2025,1,1,1,1,0,1,273,18,18.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sebastien_bourdais,Sebastien Bourdais,FRA,"Le Mans, France",series_imsa_weathertech,2025,1,1,1,1,0,1,204,55,55.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_seth_lucas,Seth Lucas,United States,"Powell, OH",series_imsa_weathertech,2025,1,1,1,1,0,1,138,34,34.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_shane_van_gisbergen,Shane van Gisbergen,NZL,Auckland,series_imsa_weathertech,2025,1,1,1,1,0,1,195,24,24.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_shaun_macklin,Shaun MACKLIN,,,series_formula_ford,2020,0,1,1,3,0,3,0,13,13.0,2,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_shawn_rashid,Shawn Rashid,United States,,series_froc,2024,0,1,1,1,0,1,0,17,17.0,0,0,observed_competitor_or_codriver,1,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sheena_monk,Sheena Monk,United States,"Newtown, PA",series_imsa_weathertech,2025,1,1,1,1,0,1,135,59,59.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sheldon_van_der_linde,Sheldon van der Linde,ZAF,"Johannesburg, South Africa",series_imsa_weathertech,2025,1,1,1,1,0,1,221,7,7.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_simon_fraser,Simon FRASER,,,series_formula_ford,2020,0,1,1,3,0,3,0,26,29.0,2,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_simon_mann,Simon Mann,United States,"Lausanne, Switzerland",series_imsa_weathertech,2025,1,1,1,1,0,1,173,46,46.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_simon_pruce,Simon PRUCE,,,series_formula_ford,2020,0,2,2,8,0,8,0,13,16.0,2,0,shared_race_field,8,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_simon_sikes,Simon Sikes,,,series_frp_f1600,2019,0,1,1,3,0,3,0,1,1.0,3,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_sophia_floersch,Sophia Floersch,,,series_indy_nxt,2025,1,1,1,4,1,4,44,9,13.5,1,1,teammate_overlap,4,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_spencer_pumpelly,Spencer Pumpelly,United States,"Atlanta, GA",series_imsa_weathertech,2025,1,1,1,1,0,1,58,58,58.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_stephen_barlow,Stephen BARLOW,,,series_formula_ford,2020,0,1,1,3,0,3,0,12,15.0,1,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_stephen_bracegirdle,Stephen BRACEGIRDLE,,,series_formula_ford,2020,0,1,1,7,0,7,0,14,22.5,0,0,observed_competitor_or_codriver,7,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_stephen_mawhinney,Stephen MAWHINNEY,,,series_formula_ford,2020,0,1,1,4,0,4,0,10,11.0,0,0,observed_competitor_or_codriver,4,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_stevan_mcaleer,Stevan McAleer,GBR,"Glasgow, Scotland",series_imsa_weathertech,2025,1,1,1,1,0,1,208,59,59.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_steve_barlow,Steve BARLOW,,,series_formula_ford,2020,0,1,1,4,0,4,0,7,12.0,1,0,shared_race_field,4,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_steve_mansell,Steve MANSELL,,,series_formula_ford,2020,0,1,1,3,0,3,0,16,20.0,2,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_steve_oseth,Steve Oseth,,,series_frp_f1600,2019,0,1,1,6,0,6,0,7,12.0,3,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_steve_roux,Steve Roux,,,series_frp_f1600,2019,0,1,1,6,0,6,0,12,14.0,3,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_steven_thomas,Steven Thomas,United States,"Carl Junction, MO",series_imsa_weathertech,2025,1,1,1,1,0,1,148,38,38.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_stuart_gough,Stuart GOUGH,,,series_formula_ford,2020,0,1,2,7,0,7,0,5,7.0,5,0,shared_race_field,7,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_stuart_kestenbaum,Stuart KESTENBAUM,,,series_formula_ford,2020,0,1,2,8,0,8,0,8,14.5,2,0,shared_race_field,8,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tbc_tbc,TBC TBC,,,series_gb3,2022,1,1,8,76,0,76,0,1,17.0,24,0,shared_race_field,76,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tati_calderon,Tati Calderon,COL,"Bogota City, Colombia",series_imsa_weathertech,2025,1,1,1,1,0,1,105,48,48.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_taylor_ferns,Taylor Ferns,,,series_indy_nxt,2024,1,1,4,12,3,12,91,15,18.0,4,0,shared_race_field,12,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_terry_durdin,Terry DURDIN,,,series_formula_ford,2020,0,1,1,3,0,3,0,19,19.0,2,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_thomas_mcarthur,Thomas MCARTHUR,,,series_formula_ford,2020,0,1,1,6,0,6,0,1,9.0,2,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_thomas_neubauer,Thomas Neubauer,FRA,Paris,series_imsa_weathertech,2025,1,1,1,1,0,1,64,21,21.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_thomas_preining,Thomas Preining,AUT,"Linz, Austria",series_imsa_weathertech,2025,1,1,1,1,0,1,234,28,28.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_thomas_ward,Thomas WARD,,,series_formula_ford,2020,0,1,5,17,0,17,0,5,15.0,10,0,shared_race_field,17,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tijmen_van_der_helm,Tijmen van der Helm,NLD,Den Hoorn,series_imsa_weathertech,2025,1,1,1,1,0,1,196,6,6.0,1,1,teammate_overlap,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_till_bechtolsheimer,Till Bechtolsheimer,GBR,"Ampney St. Peter, United Kingdom",series_imsa_weathertech,2025,1,1,1,1,0,1,142,48,48.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tim_brise,Tim BRISE,,,series_formula_ford,2020,0,1,1,8,0,8,0,8,15.5,0,0,observed_competitor_or_codriver,8,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tim_dunn,Tim Dunn,,,series_frp_f1600,2019,0,1,2,9,0,9,0,10,14.0,3,0,shared_race_field,9,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tim_tramnitz,Tim Tramnitz,Germany,,series_euroformula_open,2023,1,1,1,4,1,3,0,2,2.0,3,0,shared_race_field,4,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_titus_sherlock,Titus Sherlock,United States,,series_froc,2024,0,1,5,48,0,48,0,4,10.0,6,0,shared_race_field,48,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tobi_lutke,Tobi Lutke,CAN,"Toronto, Canada",series_imsa_weathertech,2025,1,1,1,1,0,1,144,11,11.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_toby_sowery,Toby Sowery,GBR,"Cambridge, United Kingdom",series_imsa_weathertech,2025,1,1,1,1,0,1,204,13,13.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_brown,Tom BROWN,,,series_formula_ford,2020,0,2,2,9,0,9,0,1,6.0,3,0,shared_race_field,9,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_blomqvist,Tom Blomqvist,GBR,"Cambridge, UK",series_imsa_weathertech,2025,1,1,1,1,0,1,247,2,2.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_dillmann,Tom Dillmann,FRA,"Mulhouse, France",series_imsa_weathertech,2025,1,1,1,1,0,1,84,47,47.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_gamble,Tom Gamble,GBR,"Nottingham, United Kingdom",series_imsa_weathertech,2025,1,1,1,1,0,1,165,27,27.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_hawkins,Tom HAWKINS,,,series_formula_ford,2020,0,1,2,8,0,8,0,6,13.0,1,0,shared_race_field,8,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_lebbon,Tom Lebbon,,,series_gb3,2021;2022,1,2,15,115,14,115,0,1,7.0,44,0,shared_race_field,115,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_sargent,Tom Sargent,AUS,"Young, Australia",series_imsa_weathertech,2025,1,1,1,1,0,1,168,26,26.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_schwietz,Tom Schwietz,,,series_frp_f1600,2019,0,1,2,12,0,12,0,6,14.5,6,0,shared_race_field,12,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tom_ward,Tom WARD,,,series_formula_ford,2020,0,1,1,2,0,2,0,16,16.0,0,0,observed_competitor_or_codriver,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tommy_milner,Tommy Milner,United States,"Middleburg, VA",series_imsa_weathertech,2025,1,1,1,1,0,1,236,22,22.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tommy_smith,Tommy Smith,Australia,,series_froc;series_gb3;series_indy_nxt,2021;2024;2025,2,3,19,94,26,94,564,1,13.0,20,1,teammate_overlap,94,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_townsend_bell,Townsend Bell,United States,"San Luis Obispo, CA",series_imsa_weathertech,2025,1,1,1,1,0,1,193,35,35.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_trent_hindman,Trent Hindman,United States,"Ocean Township, NJ",series_imsa_weathertech,2025,1,1,1,1,0,1,182,37,37.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_trevor_morgan,Trevor MORGAN,,,series_formula_ford,2020,0,1,1,3,0,3,0,22,25.0,2,0,shared_race_field,3,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tristan_vautier,Tristan Vautier,FRA,"Grenoble, France",series_imsa_weathertech,2025,1,1,1,1,0,1,49,51,51.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tyler_oconnor,Tyler O'Connor,,,series_frp_f1600,2019,0,1,1,2,0,2,0,15,15.0,0,0,observed_competitor_or_codriver,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_tymek_kucharczyk,Tymek Kucharczyk,,,series_indy_nxt,2026,1,1,8,32,15,32,298,1,4.0,8,0,shared_race_field,32,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_valentin_hasse_clot,Valentin Hasse-Clot,FRA,"Paris, France",series_imsa_weathertech,2025,1,1,1,1,0,1,247,31,31.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_vladimir_netusil,Vladimir Netusil,Czech Republic,,series_euroformula_open,2023,1,1,5,18,5,13,0,7,9.0,12,0,shared_race_field,18,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_will_brown,Will Brown,Australia,,series_froc,2024,0,1,1,1,0,1,0,4,4.0,0,0,observed_competitor_or_codriver,1,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_will_everington,Will EVERINGTON,,,series_formula_ford,2020,0,1,1,5,0,5,0,4,19.0,1,0,shared_race_field,5,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_will_stevens,Will Stevens,GBR,"Walton on Thames, United Kingdom",series_imsa_weathertech,2025,1,1,1,1,0,1,229,5,5.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_will_zanelli,Will ZANELLI,,,series_formula_ford,2020,0,1,1,6,0,6,0,7,12.5,0,0,observed_competitor_or_codriver,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_william_velkoff,William Velkoff,,,series_frp_f1600,2019,0,1,1,6,0,6,0,10,11.0,3,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_yuven_sundaramoorthy,Yuven Sundaramoorthy,,,series_indy_nxt,2024;2026,2,2,15,60,24,60,693,2,10.0,15,0,shared_race_field,60,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zacharie_robichon,Zacharie Robichon,CAN,"Ottawa, ON",series_imsa_weathertech,2025,1,1,1,1,0,1,169,27,27.0,1,0,shared_race_field,2,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zachary_rivard,Zachary Rivard,,,series_frp_f1600,2019,0,1,1,6,0,6,0,3,6.5,3,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zachary_vanier,Zachary Vanier,,,series_frp_f1600,2019,0,1,1,6,0,6,0,1,5.5,3,0,shared_race_field,6,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zack_scoular,Zack Scoular,New Zealand,,series_froc,2024,0,1,1,1,0,1,0,7,7.0,0,0,observed_competitor_or_codriver,1,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zak_osullivan,Zak O'Sullivan,,,series_gb3,2021,1,1,7,39,14,39,0,1,2.0,20,7,teammate_overlap,39,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zak_taylor,Zak Taylor,,,series_gb3,2022,1,1,2,18,0,18,0,4,10.0,6,0,shared_race_field,18,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
driver_zak_taylor_fortec_old,Zak Taylor FORTEC (OLD),,,series_gb3,2022,1,1,6,58,0,58,0,3,16.0,18,0,shared_race_field,58,canonical_driver_dimension_with_observed_cohort_context,da557a1af2c2d83acf33ad62680a7a78f908f9fa26babf66f711beddd4d5cabc
