weatherId,seriesId,seriesName,seasonYear,eventId,eventName,sessionId,sessionType,sessionName,trackId,trackName,observedAt,wetDry,trackCondition,ambientConditionRaw,ambientTempC,trackTempC,precipitationMm,windSpeedKph,source,weatherSourceType,confidence,timeConfidence,locationConfidence,timeWindowStart,timeWindowEnd,timeWindowReason,joinNotes,provenanceRefCount,sourceState,sourceHash
weather_formula_ford_2020_wht_last_chance_race_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_last_chance_race,race,LAST CHANCE RACE,track_silverstone_national,Silverstone National,2020-11-01T12:11:00,damp,damp,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-11-01T12:11:00,2020-11-01T12:11:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_progression_race_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_progression_race,race,PROGRESSION RACE,track_silverstone_national,Silverstone National,2020-11-01T09:05:00,wet,wet,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-11-01T09:05:00,2020-11-01T09:05:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_qualifying_race_7_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_qualifying_race_7,qualifying,QUALIFYING - RACE 7,track_silverstone_national,Silverstone National,2020-10-31T11:50:00,wet,wet,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-10-31T11:50:00,2020-10-31T11:50:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_qualifying_race_8_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_qualifying_race_8,qualifying,QUALIFYING - RACE 8,track_silverstone_national,Silverstone National,2020-10-31T12:11:00,wet,wet,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-10-31T12:11:00,2020-10-31T12:11:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_race_15_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_race_15,race,RACE 15,track_silverstone_national,Silverstone National,2020-11-01T14:26:00,damp,damp,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-11-01T14:26:00,2020-11-01T14:26:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_race_16_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_race_16,race,RACE 16,track_silverstone_national,Silverstone National,2020-11-01T14:50:00,wet,wet,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-11-01T14:50:00,2020-11-01T14:50:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_race_7_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_race_7,race,RACE 7,track_silverstone_national,Silverstone National,2020-10-31T16:07:00,damp,damp,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-10-31T16:07:00,2020-10-31T16:07:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_race_8_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_race_8,race,RACE 8,track_silverstone_national,Silverstone National,2020-10-31T16:32:00,damp,damp,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-10-31T16:32:00,2020-10-31T16:32:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_semi_final_1_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_semi_final_1,race,SEMI FINAL 1,track_silverstone_national,Silverstone National,2020-11-01T12:57:00,damp,damp,Bright,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-11-01T12:57:00,2020-11-01T12:57:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_formula_ford_2020_wht_semi_final_2_official_conditions,series_formula_ford,Formula Ford,2020,event_formula_ford_2020_walter_hayes_trophy,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_semi_final_2,race,SEMI FINAL 2,track_silverstone_national,Silverstone National,2020-11-01T13:26:00,damp,damp,Showers,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2020-11-01T13:26:00,2020-11-01T13:26:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit and should be hardened by the track metadata lane.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212005_fp1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r1_brands_hatch,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_free_practice_1,practice,Free Practice 1,track_brands_hatch_gp,Brands Hatch GP,2021-05-22T09:00:00,wet,wet,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-05-22T09:00:00,2021-05-22T09:00:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212005_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r1_brands_hatch,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_qualifying,qualifying,Qualifying,track_brands_hatch_gp,Brands Hatch GP,2021-05-22T11:49:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-05-22T11:49:00,2021-05-22T11:49:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212005_qu2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r1_brands_hatch,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_qualifying_2nd_fastest,qualifying,Qualifying 2nd Fastest,track_brands_hatch_gp,Brands Hatch GP,2021-05-22T11:49:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-05-22T11:49:00,2021-05-22T11:49:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212005_rc1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r1_brands_hatch,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_race_1_result,race,Race 1 Result,track_brands_hatch_gp,Brands Hatch GP,2021-05-22T15:27:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-05-22T15:27:00,2021-05-22T15:27:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212005_rc2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r1_brands_hatch,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_race_2_result,race,Race 2 Result,track_brands_hatch_gp,Brands Hatch GP,2021-05-23T11:23:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-05-23T11:23:00,2021-05-23T11:23:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212005_rc3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r1_brands_hatch,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_race_3_result,race,Race 3 Result,track_brands_hatch_gp,Brands Hatch GP,2021-05-23T16:28:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-05-23T16:28:00,2021-05-23T16:28:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212505_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r2_silverstone,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_qualifying,qualifying,Qualifying,track_silverstone_gp,Silverstone GP,2021-06-27T11:10:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-06-27T11:10:00,2021-06-27T11:10:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212505_qu2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r2_silverstone,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_qualifying_2nd_fastest,qualifying,Qualifying 2nd Fastest,track_silverstone_gp,Silverstone GP,2021-06-27T11:10:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-06-27T11:10:00,2021-06-27T11:10:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212505_rc1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r2_silverstone,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_race_1_result,race,Race 1 Result,track_silverstone_gp,Silverstone GP,2021-06-27T15:24:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-06-27T15:24:00,2021-06-27T15:24:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212505_rc2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r2_silverstone,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_race_2_result,race,Race 2 Result,track_silverstone_gp,Silverstone GP,2021-06-27T10:10:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-06-27T10:10:00,2021-06-27T10:10:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212505_rc3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r2_silverstone,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_race_3_result,race,Race 3 Result,track_silverstone_gp,Silverstone GP,2021-06-27T16:21:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-06-27T16:21:00,2021-06-27T16:21:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212705_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r3_donington_park,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_qualifying,qualifying,Qualifying,track_donington_park_gp,Donington Park GP,2021-07-10T11:00:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-10T11:00:00,2021-07-10T11:00:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212705_qu2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r3_donington_park,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_qualifying_2nd_fastest,qualifying,Qualifying 2nd Fastest,track_donington_park_gp,Donington Park GP,2021-07-10T11:00:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-10T11:00:00,2021-07-10T11:00:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212705_rc1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r3_donington_park,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_race_1_result,race,Race 1 Result,track_donington_park_gp,Donington Park GP,2021-07-10T14:20:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-10T14:20:00,2021-07-10T14:20:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212705_rc2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r3_donington_park,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_race_2_result,race,Race 2 Result,track_donington_park_gp,Donington Park GP,2021-07-11T10:14:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-11T10:14:00,2021-07-11T10:14:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212705_rc3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r3_donington_park,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_race_3_result,race,Race 3 Result,track_donington_park_gp,Donington Park GP,2021-07-11T15:47:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-11T15:47:00,2021-07-11T15:47:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_fp1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_free_practice_1,practice,Free Practice 1,track_spa_gp,Spa GP,2021-07-23T10:00:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-23T10:00:00,2021-07-23T10:00:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_fp2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_free_practice_2,practice,Free Practice 2,track_spa_gp,Spa GP,2021-07-23T11:55:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-23T11:55:00,2021-07-23T11:55:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_fp3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_free_practice_3,practice,Free Practice 3,track_spa_gp,Spa GP,2021-07-23T14:00:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-23T14:00:00,2021-07-23T14:00:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_qualifying,qualifying,Qualifying,track_spa_gp,Spa GP,2021-07-23T18:15:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-23T18:15:00,2021-07-23T18:15:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_qu2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_qualifying_2nd_fastest,qualifying,Qualifying 2nd Fastest,track_spa_gp,Spa GP,2021-07-23T18:15:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-23T18:15:00,2021-07-23T18:15:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_rc1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_race_1_result,race,Race 1 Result,track_spa_gp,Spa GP,2021-07-24T14:33:00,wet,wet,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-24T14:33:00,2021-07-24T14:33:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_rc2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_race_2_result,race,Race 2 Result,track_spa_gp,Spa GP,2021-07-24T18:42:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-24T18:42:00,2021-07-24T18:42:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_212905_rc3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r4_spa_francorchamps,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_race_3_result,race,Race 3 Result,track_spa_gp,Spa GP,2021-07-25T11:04:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-07-25T11:04:00,2021-07-25T11:04:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213105_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r5_snetterton,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_qualifying,qualifying,Qualifying,track_snetterton_300,Snetterton 300,2021-08-07T10:39:00,damp,damp,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-08-07T10:39:00,2021-08-07T10:39:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213105_qu2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r5_snetterton,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_qualifying_2nd_fastest,qualifying,Qualifying 2nd Fastest,track_snetterton_300,Snetterton 300,2021-08-07T10:39:00,damp,damp,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-08-07T10:39:00,2021-08-07T10:39:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213105_rc1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r5_snetterton,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_race_1_result,race,Race 1 Result,track_snetterton_300,Snetterton 300,2021-08-07T13:48:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-08-07T13:48:00,2021-08-07T13:48:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213105_rc2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r5_snetterton,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_race_2_result,race,Race 2 Result,track_snetterton_300,Snetterton 300,2021-08-08T12:10:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-08-08T12:10:00,2021-08-08T12:10:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213105_rc3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r5_snetterton,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_race_3_result,race,Race 3 Result,track_snetterton_300,Snetterton 300,2021-08-08T14:20:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-08-08T14:20:00,2021-08-08T14:20:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213605_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r6_oulton_park,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_qualifying,qualifying,Qualifying,track_oulton_park_international,Oulton Park International,2021-09-11T11:10:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-09-11T11:10:00,2021-09-11T11:10:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213605_qu2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r6_oulton_park,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_qualifying_2nd_fastest,qualifying,Qualifying 2nd Fastest,track_oulton_park_international,Oulton Park International,2021-09-11T11:10:00,dry,dry,Sunny,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-09-11T11:10:00,2021-09-11T11:10:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213605_rc1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r6_oulton_park,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_race_1_result,race,Race 1 Result,track_oulton_park_international,Oulton Park International,2021-09-11T14:24:00,dry,dry,Cloudy,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-09-11T14:24:00,2021-09-11T14:24:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213605_rc2_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r6_oulton_park,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_race_2_result,race,Race 2 Result,track_oulton_park_international,Oulton Park International,2021-09-12T12:29:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-09-12T12:29:00,2021-09-12T12:29:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_213605_rc3_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r6_oulton_park,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_race_3_result,race,Race 3 Result,track_oulton_park_international,Oulton Park International,2021-09-12T15:42:00,wet,wet,Rain,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-09-12T15:42:00,2021-09-12T15:42:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
weather_gb3_2021_214105_qu1_official_conditions,series_gb3,GB3 Championship,2021,event_gb3_2021_r7_donington_park,GB3 2021 Round 7 - Donington Park,session_gb3_2021_214105_qualifying,qualifying,Qualifying,track_donington_park_gp,Donington Park GP,2021-10-16T10:50:00,dry,dry,Overcast,,,,,TSL official classification weather/track line,series_report,official,high,track_exact,2021-10-16T10:50:00,2021-10-16T10:50:00,exact_session_report,Official TSL classification weather/track condition. Coordinates identify the circuit from the canonical track metadata row.,1,official_weather_context,5d66d442aa62ff829f41a78a998f82218eacb1e92cf10834dc3b4316d03ba7cb
