seriesId,seriesName,seasonYear,eventName,sessionId,raceLabel,trackName,trackType,teamName,startPosition,finishPosition,positionGain,finishPercentile,points,status,sourceState
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 4 - Paul Ricard,session_euroformula_2023_04-paul_ricard-race-2,2023 Euroformula Open 2023 Round 4 - Paul Ricard,Circuit Paul Ricard,road,Team Motopark,4.0,1.0,3.0,1.0,,running,official_or_source_backed_result
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 4 - Paul Ricard,session_euroformula_2023_04-paul_ricard-race-3,2023 Euroformula Open 2023 Round 4 - Paul Ricard,Circuit Paul Ricard,road,Team Motopark,4.0,4.0,0.0,0.5714,,running,official_or_source_backed_result
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 5 - Red Bull Ring,session_euroformula_2023_05-red_bull_ring-race-1,2023 Euroformula Open 2023 Round 5 - Red Bull Ring,Red Bull Ring,road,Team Motopark,5.0,6.0,-1.0,0.4444,,running,official_or_source_backed_result
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 5 - Red Bull Ring,session_euroformula_2023_05-red_bull_ring-race-2,2023 Euroformula Open 2023 Round 5 - Red Bull Ring,Red Bull Ring,road,Team Motopark,1.0,6.0,-5.0,0.4444,,running,official_or_source_backed_result
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 5 - Red Bull Ring,session_euroformula_2023_05-red_bull_ring-race-3,2023 Euroformula Open 2023 Round 5 - Red Bull Ring,Red Bull Ring,road,Team Motopark,2.0,6.0,-4.0,0.4444,,running,official_or_source_backed_result
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 6 - Monza,session_euroformula_2023_06-monza-race-1,2023 Euroformula Open 2023 Round 6 - Monza,Autodromo Nazionale Monza,road,Team Motopark,4.0,7.0,-3.0,0.1429,,running,official_or_source_backed_result
series_euroformula_open,Euroformula Open,2023,Euroformula Open 2023 Round 6 - Monza,session_euroformula_2023_06-monza-race-3,2023 Euroformula Open 2023 Round 6 - Monza,Autodromo Nazionale Monza,road,Team Motopark,3.0,5.0,-2.0,0.4286,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,Champion of Brands 2020,session_formula_ford_2020_champion_brands_race_11,2020 Champion of Brands 2020,Brands Hatch Circuit,road,,3.0,3.0,0.0,0.9231,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,Champion of Brands 2020,session_formula_ford_2020_champion_brands_race_5,2020 Champion of Brands 2020,Brands Hatch Circuit,road,,5.0,3.0,2.0,0.92,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,The Champion of Cadwell for FF1600 2020,session_formula_ford_2020_champion_cadwell_race_2,2020 The Champion of Cadwell for FF1600 2020,Cadwell Park Circuit,road,,1.0,3.0,-2.0,0.875,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,The Champion of Cadwell for FF1600 2020,session_formula_ford_2020_champion_cadwell_race_5,2020 The Champion of Cadwell for FF1600 2020,Cadwell Park Circuit,road,,3.0,1.0,2.0,1.0,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_grand_final_race_21,2020 BRSCC Formula Ford Festival 2020,Brands Hatch Circuit,road,,5.0,5.0,0.0,0.8667,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC Formula Ford Festival 2020,session_formula_ford_2020_festival_semi_final_1_race_13,2020 BRSCC Formula Ford Festival 2020,Brands Hatch Circuit,road,,6.0,3.0,3.0,0.9167,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Brands Hatch,session_formula_ford_2020_national_brands_hatch_race_11,2020 BRSCC National FF1600 2020 - Brands Hatch,Brands Hatch Circuit,road,,5.0,5.0,0.0,0.8182,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Brands Hatch,session_formula_ford_2020_national_brands_hatch_race_18,2020 BRSCC National FF1600 2020 - Brands Hatch,Brands Hatch Circuit,road,,2.0,5.0,-3.0,0.8182,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Brands Hatch,session_formula_ford_2020_national_brands_hatch_race_2,2020 BRSCC National FF1600 2020 - Brands Hatch,Brands Hatch Circuit,road,,1.0,5.0,-4.0,0.8182,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Oulton Park,session_formula_ford_2020_national_oulton_park_race_1,2020 BRSCC National FF1600 2020 - Oulton Park,Oulton Park,road,,12.0,9.0,3.0,0.7647,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Oulton Park,session_formula_ford_2020_national_oulton_park_race_8,2020 BRSCC National FF1600 2020 - Oulton Park,Oulton Park,road,,9.0,7.0,2.0,0.8235,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Silverstone International,session_formula_ford_2020_national_silverstone_race_3,2020 BRSCC National FF1600 2020 - Silverstone International,Silverstone Circuit,road,,6.0,9.0,-3.0,0.7143,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,BRSCC National FF1600 2020 - Silverstone International,session_formula_ford_2020_national_silverstone_race_7,2020 BRSCC National FF1600 2020 - Silverstone International,Silverstone Circuit,road,,9.0,5.0,4.0,0.8621,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_grand_final,2020 Walter Hayes Trophy 2020,Silverstone Circuit,road,,9.0,3.0,6.0,0.9231,,running,official_or_source_backed_result
series_formula_ford,Formula Ford,2020,Walter Hayes Trophy 2020,session_formula_ford_2020_wht_semi_final_2,2020 Walter Hayes Trophy 2020,Silverstone Circuit,road,,7.0,5.0,2.0,0.8857,,running,official_or_source_backed_result
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,FROC 2024 Round 4 - Euromarque Motorsport Park,session_froc_2024_r4_race_1,2024 FROC 2024 Round 4 - Euromarque Motorsport Park,Euromarque Motorsport Park,road,,7.0,9.0,-2.0,0.4667,,running,official_or_source_backed_result
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,FROC 2024 Round 4 - Euromarque Motorsport Park,session_froc_2024_r4_race_2,2024 FROC 2024 Round 4 - Euromarque Motorsport Park,Euromarque Motorsport Park,road,,9.0,10.0,-1.0,0.4375,,running,official_or_source_backed_result
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,FROC 2024 Round 4 - Euromarque Motorsport Park,session_froc_2024_r4_race_3,2024 FROC 2024 Round 4 - Euromarque Motorsport Park,Euromarque Motorsport Park,road,,3.0,4.0,-1.0,0.8,,running,official_or_source_backed_result
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,FROC 2024 Round 5 - Highlands Motorsport Park,session_froc_2024_r5_race_1,2024 FROC 2024 Round 5 - Highlands Motorsport Park,Highlands Motorsport Park,road,,8.0,7.0,1.0,0.6471,,running,official_or_source_backed_result
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,FROC 2024 Round 5 - Highlands Motorsport Park,session_froc_2024_r5_race_2,2024 FROC 2024 Round 5 - Highlands Motorsport Park,Highlands Motorsport Park,road,,1.0,1.0,0.0,1.0,,running,official_or_source_backed_result
series_froc,Castrol Toyota Formula Regional Oceania Championship,2024,FROC 2024 Round 5 - Highlands Motorsport Park,session_froc_2024_r5_race_3,2024 FROC 2024 Round 5 - Highlands Motorsport Park,Highlands Motorsport Park,road,,6.0,6.0,0.0,0.7059,,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_04_race_1,2019 FRP F1600 2019 Round 1 - Road Atlanta,Michelin Raceway Road Atlanta,road,K-Hill Motorsports,,6.0,,0.7222,29,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_05_race_2,2019 FRP F1600 2019 Round 1 - Road Atlanta,Michelin Raceway Road Atlanta,road,K-Hill Motorsports,,4.0,,0.8333,34,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 1 - Road Atlanta,session_frp_f1600_2019_r1_06_race_3,2019 FRP F1600 2019 Round 1 - Road Atlanta,Michelin Raceway Road Atlanta,road,K-Hill Motorsports,,3.0,,0.8889,37,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_04_race_1,2019 FRP F1600 2019 Round 2 - Watkins Glen International,Watkins Glen International,road,K-Hill Motorsports,,5.0,,0.6667,31,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 2 - Watkins Glen International,session_frp_f1600_2019_r2_05_race_2,2019 FRP F1600 2019 Round 2 - Watkins Glen International,Watkins Glen International,road,K-Hill Motorsports,,12.0,,0.0833,17,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_04_race_1,2019 FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,Mid-Ohio Sports Car Course,road,K-Hill Motorsports,,7.0,,0.7,27,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_05_race_2,2019 FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,Mid-Ohio Sports Car Course,road,K-Hill Motorsports,,10.0,,0.55,21,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,session_frp_f1600_2019_r3_06_race_3,2019 FRP F1600 2019 Round 3 - Mid Ohio Sports Car Course,Mid-Ohio Sports Car Course,road,K-Hill Motorsports,,3.0,,0.9,37,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_02_race_1,2019 FRP F1600 2019 Round 4 - Virginia International Raceway,Virginia International Raceway,road,K-Hill Motorsports,,6.0,,0.6875,29,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_03_race_2,2019 FRP F1600 2019 Round 4 - Virginia International Raceway,Virginia International Raceway,road,K-Hill Motorsports,,4.0,,0.8125,34,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 4 - Virginia International Raceway,session_frp_f1600_2019_r4_04_race_3,2019 FRP F1600 2019 Round 4 - Virginia International Raceway,Virginia International Raceway,road,K-Hill Motorsports,,3.0,,0.875,37,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,session_frp_f1600_2019_r5_02_race_1,2019 FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,Pittsburgh International Race Complex,road,K-Hill Motorsports,,6.0,,0.6154,29,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,session_frp_f1600_2019_r5_03_race_2,2019 FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,Pittsburgh International Race Complex,road,K-Hill Motorsports,,4.0,,0.7692,34,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,session_frp_f1600_2019_r5_04_race_3,2019 FRP F1600 2019 Round 5 - Pittsburgh International Race Complex,Pittsburgh International Race Complex,road,K-Hill Motorsports,,4.0,,0.7692,34,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_04_race_1,2019 FRP F1600 2019 Round 6 - Summit Point,Summit Point Motorsports Park Main Circuit,road,K-Hill Motorsports,,3.0,,0.8182,37,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_05_race_2,2019 FRP F1600 2019 Round 6 - Summit Point,Summit Point Motorsports Park Main Circuit,road,K-Hill Motorsports,,3.0,,0.8182,37,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 6 - Summit Point,session_frp_f1600_2019_r6_06_race_3,2019 FRP F1600 2019 Round 6 - Summit Point,Summit Point Motorsports Park Main Circuit,road,K-Hill Motorsports,,4.0,,0.7273,36,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_04_race_1,2019 FRP F1600 2019 Round 7 - New Jersey Motorsports Park,New Jersey Motorsports Park Thunderbolt Raceway,road,K-Hill Motorsports,,3.0,,0.8667,37,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_05_race_2,2019 FRP F1600 2019 Round 7 - New Jersey Motorsports Park,New Jersey Motorsports Park Thunderbolt Raceway,road,K-Hill Motorsports,,2.0,,0.9333,42,running,official_or_source_backed_result
series_frp_f1600,F1600 Championship Series,2019,FRP F1600 2019 Round 7 - New Jersey Motorsports Park,session_frp_f1600_2019_r7_06_race_3,2019 FRP F1600 2019 Round 7 - New Jersey Motorsports Park,New Jersey Motorsports Park Thunderbolt Raceway,road,K-Hill Motorsports,,3.0,,0.8667,37,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_race_1_result,2021 GB3 2021 Round 1 - Brands Hatch,Brands Hatch Circuit,road,Carlin,12.0,10.0,2.0,0.5263,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_race_2_result,2021 GB3 2021 Round 1 - Brands Hatch,Brands Hatch Circuit,road,Carlin,11.0,9.0,2.0,0.5789,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 1 - Brands Hatch,session_gb3_2021_212005_race_3_result,2021 GB3 2021 Round 1 - Brands Hatch,Brands Hatch Circuit,road,Carlin,8.0,4.0,4.0,0.8421,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_race_1_result,2021 GB3 2021 Round 2 - Silverstone,Silverstone Circuit,road,Carlin,13.0,9.0,4.0,0.5,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 2 - Silverstone,session_gb3_2021_212505_race_2_result,2021 GB3 2021 Round 2 - Silverstone,Silverstone Circuit,road,Carlin,11.0,11.0,0.0,0.375,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_race_1_result,2021 GB3 2021 Round 3 - Donington Park,Donington Park,road,Carlin,12.0,13.0,-1.0,0.2941,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_race_2_result,2021 GB3 2021 Round 3 - Donington Park,Donington Park,road,Carlin,12.0,11.0,1.0,0.375,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 3 - Donington Park,session_gb3_2021_212705_race_3_result,2021 GB3 2021 Round 3 - Donington Park,Donington Park,road,Carlin,6.0,4.0,2.0,0.8235,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_race_1_result,2021 GB3 2021 Round 4 - Spa-Francorchamps,Circuit de Spa-Francorchamps,road,Carlin,9.0,10.0,-1.0,0.4375,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_race_2_result,2021 GB3 2021 Round 4 - Spa-Francorchamps,Circuit de Spa-Francorchamps,road,Carlin,9.0,11.0,-2.0,0.375,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 4 - Spa-Francorchamps,session_gb3_2021_212905_race_3_result,2021 GB3 2021 Round 4 - Spa-Francorchamps,Circuit de Spa-Francorchamps,road,Carlin,7.0,14.0,-7.0,0.1875,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_race_1_result,2021 GB3 2021 Round 5 - Snetterton,Snetterton Circuit,road,Carlin,12.0,11.0,1.0,0.4444,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_race_2_result,2021 GB3 2021 Round 5 - Snetterton,Snetterton Circuit,road,Carlin,6.0,6.0,0.0,0.7222,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 5 - Snetterton,session_gb3_2021_213105_race_3_result,2021 GB3 2021 Round 5 - Snetterton,Snetterton Circuit,road,Carlin,12.0,13.0,-1.0,0.3333,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_race_1_result,2021 GB3 2021 Round 6 - Oulton Park,Oulton Park,road,Carlin,15.0,14.0,1.0,0.1875,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_race_2_result,2021 GB3 2021 Round 6 - Oulton Park,Oulton Park,road,Carlin,15.0,8.0,7.0,0.5882,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 6 - Oulton Park,session_gb3_2021_213605_race_3_result,2021 GB3 2021 Round 6 - Oulton Park,Oulton Park,road,Carlin,2.0,13.0,-11.0,0.2941,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 7 - Donington Park,session_gb3_2021_214105_race_1_result,2021 GB3 2021 Round 7 - Donington Park,Donington Park,road,Carlin,12.0,6.0,6.0,0.7619,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 7 - Donington Park,session_gb3_2021_214105_race_2_result,2021 GB3 2021 Round 7 - Donington Park,Donington Park,road,Carlin,13.0,6.0,7.0,0.7619,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2021,GB3 2021 Round 7 - Donington Park,session_gb3_2021_214105_race_3_result,2021 GB3 2021 Round 7 - Donington Park,Donington Park,road,Carlin,10.0,13.0,-3.0,0.4286,,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 2 - Silverstone,session_gb3_2022_1082,2022 GB3 2022 Round 2 - Silverstone,Silverstone Circuit,road,Hitech Pulse-Eight,,19.0,,0.1,2,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 2 - Silverstone,session_gb3_2022_1083,2022 GB3 2022 Round 2 - Silverstone,Silverstone Circuit,road,Hitech Pulse-Eight,,12.0,,0.45,9,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 2 - Silverstone,session_gb3_2022_1084,2022 GB3 2022 Round 2 - Silverstone,Silverstone Circuit,road,Hitech Pulse-Eight,,3.0,,0.9,18,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 3 - Donington Park,session_gb3_2022_1085,2022 GB3 2022 Round 3 - Donington Park,Donington Park,road,Hitech Pulse-Eight,,12.0,,0.5,9,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 3 - Donington Park,session_gb3_2022_1087,2022 GB3 2022 Round 3 - Donington Park,Donington Park,road,Hitech Pulse-Eight,,1.0,,1.0,20,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 4 - Snetterton,session_gb3_2022_1088,2022 GB3 2022 Round 4 - Snetterton,Snetterton Circuit,road,Hitech Pulse-Eight,,11.0,,0.5455,10,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 4 - Snetterton,session_gb3_2022_1089,2022 GB3 2022 Round 4 - Snetterton,Snetterton Circuit,road,Hitech Pulse-Eight,,13.0,,0.4545,8,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 6 - Silverstone,session_gb3_2022_1094,2022 GB3 2022 Round 6 - Silverstone,Silverstone Circuit,road,Hitech Pulse-Eight,,16.0,,0.3182,5,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 6 - Silverstone,session_gb3_2022_1096,2022 GB3 2022 Round 6 - Silverstone,Silverstone Circuit,road,Hitech Pulse-Eight,,14.0,,0.381,9,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 7 - Brands Hatch,session_gb3_2022_1097,2022 GB3 2022 Round 7 - Brands Hatch,Brands Hatch Circuit,road,Hitech Pulse-Eight,,8.0,,0.6818,13,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 7 - Brands Hatch,session_gb3_2022_1098,2022 GB3 2022 Round 7 - Brands Hatch,Brands Hatch Circuit,road,Hitech Pulse-Eight,,7.0,,0.7273,15,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 7 - Brands Hatch,session_gb3_2022_1099,2022 GB3 2022 Round 7 - Brands Hatch,Brands Hatch Circuit,road,Hitech Pulse-Eight,,10.0,,0.5909,8,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 8 - Donington Park,session_gb3_2022_1103,2022 GB3 2022 Round 8 - Donington Park,Donington Park,road,Hitech Pulse-Eight,,6.0,,0.75,17,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 8 - Donington Park,session_gb3_2022_1104,2022 GB3 2022 Round 8 - Donington Park,Donington Park,road,Hitech Pulse-Eight,,3.0,,0.9,24,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 8 - Donington Park,session_gb3_2022_1105,2022 GB3 2022 Round 8 - Donington Park,Donington Park,road,Hitech Pulse-Eight,,13.0,,0.4,8,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 3 - Donington Park,session_gb3_2022_1257,2022 GB3 2022 Round 3 - Donington Park,Donington Park,road,Hitech Pulse-Eight,,19.0,,0.1818,2,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 5 - Spa,session_gb3_2022_1363,2022 GB3 2022 Round 5 - Spa,Circuit de Spa-Francorchamps,road,Hitech Pulse-Eight,,9.0,,0.6364,12,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 5 - Spa,session_gb3_2022_1364,2022 GB3 2022 Round 5 - Spa,Circuit de Spa-Francorchamps,road,Hitech Pulse-Eight,,14.0,,0.4091,7,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 5 - Spa,session_gb3_2022_1365,2022 GB3 2022 Round 5 - Spa,Circuit de Spa-Francorchamps,road,Hitech Pulse-Eight,,21.0,,0.0909,0,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 1 - Oulton Park,session_gb3_2022_778,2022 GB3 2022 Round 1 - Oulton Park,Oulton Park,road,Hitech Pulse-Eight,,12.0,,0.4762,9,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 1 - Oulton Park,session_gb3_2022_779,2022 GB3 2022 Round 1 - Oulton Park,Oulton Park,road,Hitech Pulse-Eight,,15.0,,0.3333,6,running,official_or_source_backed_result
series_gb3,GB3 Championship,2022,GB3 2022 Round 1 - Oulton Park,session_gb3_2022_780,2022 GB3 2022 Round 1 - Oulton Park,Oulton Park,road,Hitech Pulse-Eight,,17.0,,0.2381,4,running,official_or_source_backed_result
series_imsa_weathertech,IMSA WeatherTech SportsCar Championship,2025,Rolex 24 at Daytona,session_imsa_2025_daytona_rolex_24_race,2025 Rolex 24 at Daytona,Daytona International Speedway,road,JDC Miller MotorSports,,6.0,,0.918,,running,official_or_source_backed_result
series_indy_nxt,INDY NXT,2024,Grand Prix of Alabama,session_indy_nxt_2024_6314,2024 Grand Prix of Alabama,Barber Motorsports Park,road,Andretti Global,7.0,8.0,-1.0,0.6667,24,running,official_or_source_backed_result
