sessionId,eventId,seasonYear,eventName,sessionName,raceNumber,raceLabel,scheduledStart,timezone,trackId,trackName,trackType,trackLengthMi,cornerCount,fieldSize,qualifyingPosition,qualifyingSource,qualifyingContextState,startPosition,gridPosition,finishPosition,positionGain,qualifyingToFinishDelta,qualifyingToStartDelta,normalizedGain,startPercentile,finishPercentile,percentileDelta,status,statusRaw,points,lapsCompleted,lapsLed,pitStops,bestLapRank,averageSpeed,gapToLeader,teamName,teammateCount,bestTeammateFinish,deltaToBestTeammateFinish,teammateFinishRank,brycePenaltyCount,bryceIncidentCount,sessionPenaltyCount,sessionIncidentCount,totalLaps,greenLaps,cautionLaps,cautionShare,leadChanges,totalPasses,positionPasses,passesPerLap,leaderDominanceShare,leaderCount,weatherId,weatherConfidence,weatherSourceType,ambientTempC,apparentTempC,relativeHumidityPct,dewPointC,windSpeedKph,windGustKph,windDirectionDeg,precipitationMm,cloudCoverPct,wetDry,timeConfidence,locationConfidence,lapDataState,lapSamples,firstLapPosition,finalLapPosition,bestRunningPosition,worstRunningPosition,runningPositionRange,netLapChartGain,positionVolatility,positiveLapMoves,negativeLapMoves,largestLapGain,largestLapLoss,earlyDelta,middleDelta,lateDelta,thermalStress,windRisk,primaryStory,storyDrivers
session_indy_nxt_2025_6447,event_indy_nxt_2025_5489,2025,Music City Grand Prix,Race,,2025 Music City Grand Prix,2025-08-31T10:30:00,America/Chicago,track_nashville_superspeedway,Nashville Superspeedway,oval,1.33,4,18,8.0,Qualifications,combined_or_direct,8,8,6,2,2.0,0.0,0.11764705882352941,0.5882352941176471,0.7222,0.13396470588235287,running,Running,28,65,,0,5.0,147.745,3.0014,Chip Ganassi Racing,1,7,-1,1,0,0,2,2,65,53,12,0.18461538461538463,1,147,81,1.528301886792453,0.6923076923076923,2,weather_indy_nxt_open_meteo_session_indy_nxt_2025_6447,modeled_medium,grid_reanalysis,24.5,25.0,51,13.6,9.5,24.5,15,0.0,100,dry,exact_session_hour,track_coordinate,available,65.0,6.0,6.0,6.0,7.0,1.0,0.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,moderate,low,steady_conversion,started_and_finished_inside_top_8|matched_or_led_teammate_finish
session_indy_nxt_2026_6751,event_indy_nxt_2026_5534,2026,Grand Prix of St. Petersburg,Race,,2026 Grand Prix of St. Petersburg,2026-03-01T10:00:00,America/New_York,track_streets_of_st_petersburg,Streets of St. Petersburg,street,1.8,14,24,19.0,Combined Qualifications,combined_or_direct,19,19,18,1,1.0,0.0,0.043478260869565216,0.21739130434782605,0.2917,0.07430869565217396,running,Running,12,42,,0,15.0,80.672,31.4791,Chip Ganassi Racing,3,21,-3,1,0,0,2,8,42,30,12,0.2857142857142857,0,56,56,1.8666666666666667,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6751,modeled_medium,grid_reanalysis,17.6,16.8,89,15.8,19.0,38.2,47,0.0,84,dry,exact_session_hour,track_coordinate,available,42.0,17.0,18.0,16.0,18.0,2.0,-1.0,9.0,4.0,4.0,1.0,-2.0,-1.0,0.0,0.0,cool,medium,steady_context_race,high_caution_share|matched_or_led_teammate_finish
session_indy_nxt_2026_6753,event_indy_nxt_2026_5536,2026,Grand Prix of Arlington,Race,,2026 Grand Prix of Arlington,2026-03-15T09:30:00,America/Chicago,track_streets_of_arlington,Grand Prix of Arlington Street Circuit,street,2.73,14,24,23.0,Combined Qualifications,combined_or_direct,23,23,18,5,5.0,0.0,0.21739130434782608,0.04347826086956519,0.2917,0.24822173913043483,running,Running,12,15,,0,23.0,76.899,24.8265,Chip Ganassi Racing,3,13,5,3,0,0,4,4,15,10,5,0.3333333333333333,1,73,73,7.3,0.8235294117647058,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6753,modeled_medium,grid_reanalysis,21.7,21.4,78,17.6,20.1,44.6,189,0.0,0,dry,exact_session_hour,track_coordinate,available,15.0,20.0,18.0,18.0,21.0,3.0,2.0,6.0,3.0,2.0,2.0,-1.0,1.0,0.0,2.0,moderate,medium,recovery_drive,gained_5_plus_positions|high_caution_share
session_indy_nxt_2026_6750,event_indy_nxt_2026_5533,2026,Grand Prix of Alabama Race 1,Race,1.0,2026 Grand Prix of Alabama Race 1 R1,2026-03-28T12:00:00,America/Chicago,track_barber_motorsports_park,Barber Motorsports Park,road,2.38,16,24,5.0,Combined Qualifying - Race 1,combined_or_direct,5,5,8,-3,-3.0,0.0,-0.13043478260869565,0.8260869565217391,0.7083,-0.1177869565217391,running,Running,24,35,,0,10.0,102.292,7.9362,Chip Ganassi Racing,3,17,-9,1,0,0,2,3,35,30,5,0.14285714285714285,1,96,83,2.7666666666666666,0.7428571428571429,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6750,modeled_medium,grid_reanalysis,14.5,11.0,29,-3.2,17.4,41.8,35,0.0,0,dry,exact_session_hour,track_coordinate,available,35.0,7.0,8.0,7.0,10.0,3.0,-1.0,5.0,2.0,1.0,1.0,-3.0,-3.0,0.0,2.0,cool,medium,steady_conversion,started_and_finished_inside_top_8|matched_or_led_teammate_finish
session_indy_nxt_2026_6752,event_indy_nxt_2026_5535,2026,Grand Prix of Alabama Race 2,Race,2.0,2026 Grand Prix of Alabama Race 2 R2,2026-03-29T10:00:00,America/Chicago,track_barber_motorsports_park,Barber Motorsports Park,road,2.38,16,24,11.0,Combined Qualifying - Race 2,combined_or_direct,11,11,7,4,4.0,0.0,0.17391304347826086,0.5652173913043479,0.75,0.1847826086956521,running,Running,26,30,,0,10.0,112.735,4.1242,Chip Ganassi Racing,3,12,-5,1,0,0,2,0,30,30,0,0.0,0,71,69,2.3,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6752,modeled_medium,grid_reanalysis,14.4,9.8,44,2.3,19.3,43.9,123,0.0,9,dry,exact_session_hour,track_coordinate,available,30.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cold,medium,steady_context_race,matched_or_led_teammate_finish
session_indy_nxt_2026_6756,event_indy_nxt_2026_5539,2026,Indianapolis Grand Prix Race 1,Race,1.0,2026 Indianapolis Grand Prix Race 1 R1,2026-05-08T16:00:00,America/Indiana/Indianapolis,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,road,2.439,14,24,13.0,Combined Qualifying - Race 1,combined_or_direct,13,13,22,-9,-9.0,0.0,-0.391304347826087,0.4782608695652174,0.125,-0.3532608695652174,running,Running,8,28,,0,18.0,73.145,-,Chip Ganassi Racing,3,8,14,4,0,1,2,2,29,24,5,0.1724137931034483,1,284,253,10.541666666666666,0.8620689655172413,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6756,modeled_medium,grid_reanalysis,16.7,14.9,64,9.9,12.2,42.8,253,0.4,100,wet,exact_session_hour,track_coordinate,available,28.0,14.0,22.0,10.0,22.0,12.0,-8.0,24.0,4.0,4.0,3.0,-11.0,1.0,2.0,-10.0,cool,medium,position_loss_race,lost_7_plus_positions|wet_context
session_indy_nxt_2026_6765,event_indy_nxt_2026_5548,2026,Indianapolis Grand Prix Race 2,Race,2.0,2026 Indianapolis Grand Prix Race 2 R2,2026-05-09T14:30:00,America/Indiana/Indianapolis,track_indianapolis_motor_speedway_road_course,Indianapolis Motor Speedway Road Course,road,2.439,14,24,14.0,Combined Qualifying - Race 2,combined_or_direct,14,14,12,2,2.0,0.0,0.08695652173913043,0.4347826086956522,0.5417,0.10691739130434774,running,Running,18,30,,0,13.0,112.157,28.4766,Chip Ganassi Racing,3,14,-2,1,0,0,7,1,30,30,0,0.0,0,162,155,5.166666666666667,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6765,modeled_medium,grid_reanalysis,21.2,21.5,61,13.4,17.7,47.2,228,0.0,6,dry,exact_session_hour,track_coordinate,available,30.0,22.0,12.0,12.0,22.0,10.0,10.0,10.0,6.0,0.0,3.0,0.0,6.0,1.0,1.0,moderate,high,volatile_race_shape,high_lap_position_volatility|high_wind_gust_context|matched_or_led_teammate_finish
session_indy_nxt_2026_6749,event_indy_nxt_2026_5532,2026,Detroit Grand Prix,Race,,2026 Detroit Grand Prix,2026-05-31T10:30:00,America/Detroit,track_streets_of_detroit,Detroit Downtown Street Circuit,street,1.645,9,24,14.0,Combined Qualifying,combined_or_direct,14,14,8,6,6.0,0.0,0.2608695652173913,0.4347826086956522,0.7083,0.2735173913043478,running,Running,24,42,,0,12.0,74.439,4.5659,Chip Ganassi Racing,3,18,-10,1,0,0,6,6,42,28,14,0.3333333333333333,1,141,124,4.428571428571429,0.6666666666666666,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6749,modeled_medium,grid_reanalysis,19.3,18.4,41,5.7,7.2,25.9,91,0.0,0,dry,exact_session_hour,track_coordinate,available,42.0,7.0,8.0,6.0,9.0,3.0,-1.0,7.0,3.0,3.0,1.0,-2.0,0.0,1.0,-2.0,moderate,medium,recovery_drive,gained_5_plus_positions|high_caution_share|matched_or_led_teammate_finish
session_indy_nxt_2026_6763,event_indy_nxt_2026_5546,2026,INDY NXT by Firestone at World Wide Technology Raceway,Race,,2026 INDY NXT by Firestone at World Wide Technology Raceway,2026-06-07T16:30:00,America/Chicago,track_world_wide_technology_raceway,World Wide Technology Raceway,oval,1.25,4,24,12.0,Qualifying,group_fallback,12,12,23,-11,-11.0,0.0,-0.4782608695652174,0.5217391304347826,0.0833,-0.4384391304347826,mechanical,Mechanical,7,5,,0,24.0,137.255,-,Chip Ganassi Racing,3,4,19,4,0,1,1,7,75,58,17,0.22666666666666666,2,229,183,3.1551724137931036,0.38666666666666666,3,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6763,modeled_medium,grid_reanalysis,30.2,32.4,54,19.7,10.0,32.4,157,0.3,14,wet,exact_session_hour,track_coordinate,available,5.0,21.0,21.0,21.0,22.0,1.0,0.0,2.0,1.0,1.0,1.0,-1.0,-1.0,0.0,,hot,medium,incident_or_reliability_limited,status=Mechanical|wet_context
session_indy_nxt_2026_6762,event_indy_nxt_2026_5545,2026,Grand Prix at Road America Race 1,Race,1.0,2026 Grand Prix at Road America Race 1 R1,2026-06-20T11:30:00,America/Chicago,track_road_america,Road America,road,4.048,14,24,15.0,Combined Qualifying - Race 1,combined_or_direct,15,15,21,-6,-6.0,0.0,-0.2608695652173913,0.3913043478260869,0.1667,-0.22460434782608693,running,Running,9,20,,0,1.0,98.676,48.4312,Chip Ganassi Racing,3,11,10,4,1,1,2,5,20,12,8,0.4,1,125,125,10.416666666666666,0.6,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6762,modeled_medium,grid_reanalysis,20.2,18.6,55,10.9,19.6,42.1,300,0.0,67,dry,exact_session_hour,track_coordinate,available,20.0,16.0,21.0,16.0,21.0,5.0,-5.0,5.0,0.0,1.0,0.0,-5.0,0.0,-5.0,0.0,moderate,medium,hidden_pace_bad_outcome,strong_best_lap_rank_but_midpack_finish|high_caution_share
session_indy_nxt_2026_6754,event_indy_nxt_2026_5537,2026,Grand Prix at Road America Race 2,Race,2.0,2026 Grand Prix at Road America Race 2 R2,2026-06-21T11:00:00,America/Chicago,track_road_america,Road America,road,4.048,14,24,15.0,Combined Qualifying - Race 2,combined_or_direct,15,15,10,5,5.0,0.0,0.21739130434782608,0.3913043478260869,0.625,0.23369565217391308,running,Running,20,18,,0,14.0,110.974,5.5425,Chip Ganassi Racing,3,9,1,2,0,0,2,3,18,15,3,0.16666666666666666,1,294,274,18.266666666666666,,0,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6754,modeled_medium,grid_reanalysis,21.6,21.7,54,12.0,9.8,24.8,121,0.0,100,dry,exact_session_hour,track_coordinate,available,18.0,12.0,11.0,11.0,15.0,4.0,1.0,9.0,4.0,1.0,2.0,-4.0,1.0,-3.0,3.0,moderate,low,recovery_drive,gained_5_plus_positions
session_indy_nxt_2026_6761,event_indy_nxt_2026_5544,2026,Grand Prix at Mid-Ohio Race 1,Race,1.0,2026 Grand Prix at Mid-Ohio Race 1 R1,2026-07-04T13:00:00,America/New_York,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,road,2.258,13,24,13.0,Combined Qualifying - Race 1,combined_or_direct,13,13,16,-3,-3.0,0.0,-0.13043478260869565,0.4782608695652174,0.375,-0.1032608695652174,running,Running,14,35,,0,22.0,98.027,25.4662,Chip Ganassi Racing,3,13,3,2,0,0,0,4,35,29,6,0.17142857142857143,0,133,124,4.275862068965517,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6761,modeled_medium,grid_reanalysis,28.9,33.5,67,22.2,14.8,35.6,260,0.0,48,dry,exact_session_hour,track_coordinate,available,35.0,14.0,16.0,14.0,18.0,4.0,-2.0,6.0,2.0,3.0,1.0,-2.0,-3.0,1.0,0.0,hot,medium,steady_context_race,
session_indy_nxt_2026_6760,event_indy_nxt_2026_5543,2026,Grand Prix at Mid-Ohio Race 2,Race,2.0,2026 Grand Prix at Mid-Ohio Race 2 R2,2026-07-05T10:00:00,America/New_York,track_mid_ohio_sports_car_course,Mid-Ohio Sports Car Course,road,2.258,13,24,15.0,Combined Qualifying - Race 2,combined_or_direct,15,15,14,1,1.0,0.0,0.043478260869565216,0.3913043478260869,0.4583,0.06699565217391307,running,Running,16,30,,0,19.0,110.51,36.3669,Chip Ganassi Racing,3,13,1,2,0,0,0,0,30,30,0,0.0,0,79,78,2.6,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6760,modeled_medium,grid_reanalysis,21.3,24.8,98,20.9,5.6,16.9,138,2.8,98,wet,exact_session_hour,track_coordinate,available,30.0,16.0,14.0,14.0,16.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,moderate,low,steady_context_race,wet_context
session_indy_nxt_2026_6755,event_indy_nxt_2026_5538,2026,Music City Grand Prix,Race,,2026 Music City Grand Prix,2026-07-19T12:00:00,America/Chicago,track_nashville_superspeedway,Nashville Superspeedway,oval,1.33,4,23,8.0,Qualifying,group_fallback,8,8,10,-2,-2.0,0.0,-0.09090909090909091,0.6818181818181819,0.6087,-0.07311818181818186,running,Running,20,65,,0,11.0,148.238,10.2962,Chip Ganassi Racing,3,16,-6,1,0,0,0,5,65,54,11,0.16923076923076924,2,184,140,2.5925925925925926,0.9846153846153847,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6755,modeled_medium,grid_reanalysis,30.2,37.5,71,24.4,2.7,21.6,312,0.0,45,dry,exact_session_hour,track_coordinate,available,65.0,5.0,10.0,5.0,10.0,5.0,-5.0,7.0,1.0,5.0,1.0,-2.0,-4.0,-1.0,0.0,hot,low,steady_context_race,matched_or_led_teammate_finish
session_indy_nxt_2026_6764,event_indy_nxt_2026_5547,2026,Grand Prix of Portland,Race,,2026 Grand Prix of Portland,2026-08-09T11:00:00,America/Los_Angeles,track_portland_international_raceway,Portland International Raceway,road,1.964,12,24,15.0,Combined Qualifying,combined_or_direct,15,15,16,-1,-1.0,0.0,-0.043478260869565216,0.3913043478260869,0.375,-0.016304347826086918,running,Running,14,35,,0,20.0,104.838,35.9464,Chip Ganassi Racing,3,14,2,2,0,0,4,1,35,33,2,0.05714285714285714,0,140,97,2.9393939393939394,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6764,modeled_medium,grid_reanalysis,20.1,20.1,60,12.0,6.7,22.3,354,0.0,24,dry,exact_session_hour,track_coordinate,available,35.0,22.0,16.0,16.0,22.0,6.0,6.0,6.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,moderate,low,steady_context_race,
session_indy_nxt_2026_6757,event_indy_nxt_2026_5540,2026,INDY NXT by Firestone at Milwaukee Mile,Race,,2026 INDY NXT by Firestone at Milwaukee Mile,2026-08-30T10:00:00,America/Chicago,track_the_milwaukee_mile,The Milwaukee Mile,oval,1.015,4,23,14.0,Qualifying,group_fallback,14,14,8,6,6.0,0.0,0.2727272727272727,0.40909090909090906,0.6957,0.2866090909090909,running,Running,24,90,,0,11.0,120.845,5.1839,Chip Ganassi Racing,3,15,-7,1,0,0,0,7,90,69,21,0.23333333333333334,1,208,129,1.8695652173913044,0.5888888888888889,2,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6757,modeled_medium,grid_reanalysis,24.5,25.7,77,20.1,18.7,40.7,208,0.0,6,dry,exact_session_hour,track_coordinate,available,90.0,14.0,8.0,7.0,15.0,8.0,6.0,12.0,9.0,3.0,1.0,-1.0,-1.0,2.0,5.0,moderate,medium,recovery_drive,gained_5_plus_positions|matched_or_led_teammate_finish
session_indy_nxt_2026_6759,event_indy_nxt_2026_5542,2026,Grand Prix of Monterey Race 1,Race,1.0,2026 Grand Prix of Monterey Race 1 R1,2026-09-05T15:30:00,America/Los_Angeles,track_weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,road,2.238,11,24,7.0,Combined Qualifying - Race 1,combined_or_direct,7,7,6,1,1.0,0.0,0.043478260869565216,0.7391304347826086,0.7917,0.05256956521739131,running,Running,28,35,,0,6.0,90.056,12.3393,Chip Ganassi Racing,3,5,1,2,0,0,3,6,35,25,10,0.2857142857142857,0,179,171,6.84,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6759,modeled_medium,grid_reanalysis,19.2,18.2,62,11.8,15.8,39.2,272,0.0,0,dry,exact_session_hour,track_coordinate,available,35.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,moderate,medium,steady_conversion,started_and_finished_inside_top_8|high_caution_share
session_indy_nxt_2026_6758,event_indy_nxt_2026_5541,2026,Grand Prix of Monterey Race 2,Race,2.0,2026 Grand Prix of Monterey Race 2 R2,2026-09-06T09:30:00,America/Los_Angeles,track_weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,road,2.238,11,24,10.0,Combined Qualifying - Race 2,combined_or_direct,10,10,9,1,1.0,0.0,0.043478260869565216,0.6086956521739131,0.6667,0.05800434782608688,running,Running,22,30,,0,10.0,95.959,17.2906,Chip Ganassi Racing,3,16,-7,1,0,0,1,3,30,26,4,0.13333333333333333,0,36,36,1.3846153846153846,1.0,1,weather_indy_nxt_open_meteo_session_indy_nxt_2026_6758,modeled_medium,grid_reanalysis,17.1,16.4,65,10.5,6.0,19.1,273,0.0,0,dry,exact_session_hour,track_coordinate,available,30.0,7.0,9.0,7.0,9.0,2.0,-2.0,2.0,0.0,2.0,0.0,-1.0,-2.0,0.0,0.0,cool,low,steady_context_race,matched_or_led_teammate_finish
