sessionId,raceLabel,sectionName,sectionLengthMi,bryceRank,fieldRows,rankPercentile,time,speedMph,lapNumber,confidence,provenanceRefs
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 1,0.147159,19.0,19,0.0,00:05.9971,88.338,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 2,0.049621,19.0,19,0.0,00:03.4423,51.894,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 3,0.173295,19.0,19,0.0,00:07.1708,87.0,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 4,0.123674,19.0,19,0.0,00:06.2046,71.757,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 5,0.117045,19.0,19,0.0,00:05.2193,80.732,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 6,0.176136,19.0,19,0.0,00:09.9364,63.815,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 7,0.102652,19.0,19,0.0,00:05.6381,65.545,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 8,0.135417,19.0,19,0.0,00:06.8771,70.888,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 9,0.278408,19.0,19,0.0,00:11.6979,85.679,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turns 10/11,0.197158,19.0,19,0.0,00:07.3641,96.382,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,Turn 12,0.177273,19.0,19,0.0,00:06.7914,93.969,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,FS-PI,0.221211,19.0,19,0.0,00:05.6861,140.054,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,I1 to I2,0.196779,19.0,19,0.0,00:09.4394,75.048,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,I1T to I1,0.022917,20.0,20,0.0,00:00.5327,154.874,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,I9T to I9,0.022727,20.0,20,0.0,00:00.7759,105.448,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,SFP to PO,0.041856,12.0,15,0.2142857142857143,00:05.0613,29.771,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,PO to SF,1.92196,9.0,19,0.5555555555555556,01:34.1734,73.471,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,PO to I2A,0.170076,14.0,19,0.2777777777777778,00:12.6827,48.276,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,PO to Alt S/F,1.32632,18.0,19,0.05555555555555558,01:13.1295,65.292,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,SF to I5,0.675754,19.0,19,0.0,00:30.4790,79.816,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,I5 to I9,0.692612,19.0,19,0.0,00:34.1495,73.014,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6449,2025 Grand Prix of Portland,I9 to SF,0.595642,19.0,19,0.0,00:21.0439,101.897,0,official,source_indy_nxt_2025_6449_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 1 Entry,0.098295,19.0,19,0.0,00:02.5584,138.314,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 1 Exit,0.128598,19.0,19,0.0,00:03.5784,129.374,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 2,0.196022,19.0,19,0.0,00:10.1617,69.445,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 3,0.15928,19.0,19,0.0,00:06.9209,82.852,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 4,0.231628,19.0,19,0.0,00:10.9930,75.854,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 4A,0.079924,19.0,19,0.0,00:03.0888,93.152,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 5,0.155492,19.0,19,0.0,00:06.8912,81.23,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 5A,0.09697,19.0,19,0.0,00:04.0468,86.264,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 6,0.232007,19.0,19,0.0,00:08.6336,96.741,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 7,0.075568,19.0,19,0.0,00:03.3883,80.289,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 7A,0.041856,19.0,19,0.0,00:02.6890,56.036,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Corkscrew,0.137121,19.0,19,0.0,00:06.8375,72.195,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 9,0.150379,19.0,19,0.0,00:04.7101,114.937,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 10,0.213824,19.0,19,0.0,00:08.6650,88.836,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Turn 11,0.077841,19.0,19,0.0,00:05.1943,53.949,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,FS - PI,0.163258,19.0,19,0.0,00:05.7109,102.914,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I4 to I5,0.311552,20.0,20,0.0,00:14.0818,79.648,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I5 to I6,0.252461,19.0,19,0.0,00:11.2931,80.479,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I8 to I9,0.178977,19.0,19,0.0,00:09.5265,67.634,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,SF to SFT,0.025568,19.0,19,0.0,00:00.6939,132.649,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I1T to I1,0.017803,19.0,19,0.0,00:00.4441,144.316,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I10 to I10T,0.022727,19.0,19,0.0,00:00.7550,108.367,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I11T to I11,0.018939,19.0,19,0.0,00:01.0432,65.357,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,Start/Finish Backup to Start/Finish,0.013447,20.0,20,0.0,00:00.3770,128.406,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,SFP to PO,0.025758,14.0,19,0.2777777777777778,00:02.9016,31.958,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,PO to SF,2.21249,12.0,19,0.38888888888888884,01:57.4977,67.788,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,PO to I3,0.397347,14.0,19,0.2777777777777778,00:27.2508,52.492,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,PO to Alt S/F,1.75757,15.0,19,0.2222222222222222,01:37.8900,64.636,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,SF to I5,0.813823,19.0,19,0.0,00:42.1486,69.51,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I5 to I11,0.818937,19.0,19,0.0,00:37.9327,77.721,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6450,2025 Grand Prix of Monterey Race 2 R2,I11 to SF,0.605301,19.0,19,0.0,00:24.8413,87.72,0,official,source_indy_nxt_2025_6450_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,Lap,0.894,14.0,19,0.2777777777777778,00:19.7624,162.855,46,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,SF to T1,0.131628,14.0,19,0.2777777777777778,00:02.8371,167.023,49,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T1 to SS1,0.094601,13.0,20,0.368421052631579,00:02.0133,169.157,19,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,SS1 to T2,0.115624,11.0,19,0.4444444444444444,00:02.5521,163.1,19,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T2 to BS,0.105491,10.0,19,0.5,00:02.3577,161.075,48,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,BS to T3,0.105682,4.0,19,0.8333333333333334,00:02.2915,166.029,45,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T3 to SS2,0.116856,13.0,19,0.33333333333333337,00:02.5169,167.143,16,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,SS2 to T4,0.093465,15.0,19,0.2222222222222222,00:02.1170,158.939,5,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T4 to SF,0.130302,14.0,19,0.2777777777777778,00:02.9127,161.049,6,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T1 to TB,0.066477,12.0,20,0.42105263157894735,00:01.4120,169.488,8,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T1 to T2,0.210225,10.0,19,0.5,00:04.5654,165.771,19,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T2 to T3,0.211173,5.0,19,0.7777777777777778,00:04.6507,163.464,45,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,T3 to T4,0.210321,15.0,19,0.2222222222222222,00:04.6458,162.976,5,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,PO to SF,0.0,5.0,19,0.7777777777777778,00:32.3118,0.0,0,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,PO to BS,0.249241,5.0,19,0.7777777777777778,00:14.0147,64.023,0,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,SF to TB,0.198104,16.0,19,0.16666666666666663,00:04.2850,166.435,8,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6451,2025 INDY NXT by Firestone at Iowa Speedway,Lap,0.894,14.0,19,0.2777777777777778,00:19.7624,162.855,46,official,source_indy_nxt_2025_6451_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Lap,2.258,13.0,19,0.33333333333333337,01:11.3846,113.873,20,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,FS - PO,0.141667,9.0,19,0.5555555555555556,00:03.7187,137.145,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 1,0.127083,15.0,19,0.2222222222222222,00:03.4684,131.905,19,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 1A,0.146212,18.0,19,0.05555555555555558,00:03.7974,138.611,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 1B,0.110985,8.0,20,0.631578947368421,00:02.7080,147.543,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 2,0.174242,1.0,19,1.0,00:07.2266,86.8,32,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 3,0.266666,2.0,19,0.9444444444444444,00:06.5977,145.505,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Back Stretch,0.206817,11.0,19,0.4444444444444444,00:04.5886,162.259,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 4,0.129735,3.0,19,0.8888888888888888,00:04.6946,99.486,19,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 5,0.105492,2.0,19,0.9444444444444444,00:04.7792,79.463,32,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 6/7,0.141098,12.0,19,0.38888888888888884,00:05.5147,92.109,26,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 8,0.060985,13.0,19,0.33333333333333337,00:01.8176,120.789,19,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 9,0.15322,6.0,19,0.7222222222222222,00:05.5234,99.865,19,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 10,0.152841,12.0,19,0.38888888888888884,00:04.0904,134.517,26,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 11,0.132765,16.0,19,0.16666666666666663,00:04.0827,117.068,25,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 12,0.092424,4.0,20,0.8421052631578947,00:04.0396,82.366,32,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 12C,0.034848,3.0,19,0.8888888888888888,00:01.3338,94.057,14,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Turn 13,0.081061,8.0,19,0.6111111111111112,00:02.6491,110.158,26,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,I3 to I3T,0.022348,3.0,19,0.8888888888888888,00:00.4811,167.227,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,I10T to I10,0.022917,6.0,19,0.7222222222222222,00:00.6967,118.417,29,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PI to SFP,0.108522,12.0,17,0.3125,00:19.1340,20.418,3,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,SFP to PO,0.140908,8.0,17,0.5625,37:45.1879,0.224,4,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PIC to PI,0.019697,11.0,17,0.375,00:02.9857,23.75,3,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PI to PO,0.24943,16.0,17,0.0625,38:04.3219,0.393,4,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PO to SF,2.10264,7.0,19,0.6666666666666667,01:31.0745,83.113,4,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,SF to PI,2.13806,12.0,17,0.3125,01:26.7931,88.682,3,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PO to I1A,0.113258,8.0,19,0.6111111111111112,00:07.9689,51.165,4,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,I12 to PI,0.088257,15.0,17,0.125,00:10.5035,30.249,3,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PO to PI,1.98257,15.0,17,0.125,09:12.3495,12.922,3,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,PO to Alt S/F,1.60871,4.0,19,0.8333333333333334,01:07.0632,86.357,4,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Alt S/F to PI,0.373863,16.0,17,0.0625,00:23.5920,57.049,3,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,SF to I3,0.966853,9.0,19,0.5555555555555556,00:27.5804,126.201,31,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,I3 to I10,0.797346,8.0,19,0.6111111111111112,00:27.1389,105.769,19,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,I10 to SF,0.493938,9.0,20,0.5789473684210527,00:16.2776,109.241,26,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6452,2025 Grand Prix at Mid-Ohio,Lap,2.258,13.0,19,0.33333333333333337,01:11.3846,113.873,20,official,source_indy_nxt_2025_6452_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,Lap,4.014,13.0,19,0.33333333333333337,01:55.2771,125.354,16,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,SF to I1B,0.235417,14.0,19,0.2777777777777778,00:05.1514,164.519,18,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I1B to I1,0.041098,13.0,19,0.33333333333333337,00:00.8715,169.768,18,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I1 to I2,0.221212,11.0,19,0.4444444444444444,00:06.3344,125.72,5,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I2 to I3,0.158902,12.0,20,0.42105263157894735,00:04.2427,134.831,11,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I3 to I3A,0.257765,18.0,19,0.05555555555555558,00:08.6273,107.56,8,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I3A to I4,0.191288,10.0,19,0.5,00:04.4105,156.136,0,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I4 to I4A,0.173485,8.0,19,0.6111111111111112,00:03.6563,170.814,0,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I4A to I5,0.139583,16.0,19,0.16666666666666663,00:03.9794,126.275,14,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I5 to I6,0.139394,11.0,19,0.4444444444444444,00:06.3337,79.23,15,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I6 to I7,0.190152,13.0,19,0.33333333333333337,00:07.3832,92.717,14,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I7 to I8,0.254167,16.0,19,0.16666666666666663,00:07.2010,127.066,7,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I8 to I9,0.14072,17.0,20,0.1578947368421053,00:05.7511,88.086,12,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I9 to I10,0.222727,15.0,19,0.2222222222222222,00:06.2899,127.477,13,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I10 to I11,0.285227,15.0,19,0.2222222222222222,00:06.8646,149.582,18,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I11 to I11B,0.256629,12.0,20,0.42105263157894735,00:05.5307,167.043,19,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I11B to I12,0.182765,6.0,19,0.7222222222222222,00:03.7724,174.413,17,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I12 to I13,0.281439,17.0,19,0.11111111111111116,00:09.7840,103.555,9,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I13 to I13A,0.108523,19.0,19,0.0,00:02.9488,132.489,9,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I13A to I14,0.064205,13.0,19,0.33333333333333337,00:01.8095,127.736,18,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I14 to I15C,0.201515,7.0,19,0.6666666666666667,00:06.9060,105.047,3,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I15C to I15,0.08125,12.0,19,0.38888888888888884,00:02.1119,138.501,15,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I15 to SF,0.186364,11.0,19,0.4444444444444444,00:04.4361,151.239,19,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,SF to I1,0.276515,14.0,19,0.2777777777777778,00:06.0229,165.278,18,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I3 to I4,0.449053,19.0,19,0.0,00:13.0869,123.527,8,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I4 to I5,0.313068,13.0,19,0.33333333333333337,00:07.6786,146.777,14,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I11 to I12,0.439394,11.0,19,0.4444444444444444,00:09.3192,169.738,17,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I13 to I14,0.172727,16.0,19,0.16666666666666663,00:04.7599,130.637,18,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I14 to I15,0.282765,7.0,19,0.6666666666666667,00:09.0224,112.825,15,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,SF to SFT,0.022727,11.0,20,0.4736842105263158,00:00.5167,158.346,20,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I4AT to I4A,0.022727,9.0,19,0.5555555555555556,00:00.4713,173.599,0,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I12T to I12,0.022727,6.0,19,0.7222222222222222,00:00.4747,172.356,6,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,PO to SF,3.77992,11.0,19,0.4444444444444444,02:54.0610,78.178,0,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,PO to I1,0.042614,18.0,19,0.05555555555555558,00:04.8839,31.411,0,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,PO to Alt S/F,3.24659,11.0,19,0.4444444444444444,02:27.1505,79.427,0,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,SF to I4A,1.27917,14.0,19,0.2777777777777778,00:33.5554,137.236,14,official,source_indy_nxt_2025_6453_top_section_times_pdf
session_indy_nxt_2025_6453,2025 Grand Prix at Road America,I4A to I11,1.37197,16.0,19,0.16666666666666663,00:44.0529,112.117,13,official,source_indy_nxt_2025_6453_top_section_times_pdf
