sessionId,eventId,seriesId,seriesName,seasonYear,roundIndex,eventName,sessionName,sourceFamily,sourceTable,qualiRank,qualiFieldSize,role,linkageTier,linkedRaceSessionIds,bestLapTime,gapToPole,provenanceRefs,sourceHash
session_indy_nxt_2024_6513,event_indy_nxt_2024_5477,series_indy_nxt,INDY NXT,2024,12,Grand Prix of Portland,Qualifications - Group 2,official_qualifying,qualifyingResults,4,9,group_component,group_component,,01:02.7034,0.5638,source_indynxt_events_session_6513,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6545,event_indy_nxt_2024_5477,series_indy_nxt,INDY NXT,2024,12,Grand Prix of Portland,Combined Qualifications,official_qualifying,qualifyingResults,7,16,grid_setting,unlinked_reverse_grid,,01:02.7034,,source_indynxt_events_session_6545,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2024_6506,event_indy_nxt_2024_5478,series_indy_nxt,INDY NXT,2024,13,INDY NXT By Firestone at The Milwaukee Mile,Qualifications,official_qualifying,qualifyingResults,7,18,grid_setting,grid_confirmed,session_indy_nxt_2024_6322,,,source_indynxt_events_session_6506,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6518,event_indy_nxt_2025_5488,series_indy_nxt,INDY NXT,2025,1,Grand Prix of St. Petersburg,Qualifications - Group 2,official_qualifying,qualifyingResults,10,11,grid_setting,unlinked_reverse_grid,,01:05.0564,1.0355,source_indynxt_events_session_6518,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6592,event_indy_nxt_2025_5487,series_indy_nxt,INDY NXT,2025,2,Grand Prix of Alabama,Combined Qualifications,official_qualifying,qualifyingResults,3,10,grid_setting,unlinked_reverse_grid,,01:25.5923,0.7529,source_indynxt_events_session_6592,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6613,event_indy_nxt_2025_5487,series_indy_nxt,INDY NXT,2025,2,Grand Prix of Alabama,Qualifications - Group 1,official_qualifying,qualifyingResults,3,10,group_component,group_component,,01:25.5923,0.7529,source_indynxt_events_session_6613,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6590,event_indy_nxt_2025_5485,series_indy_nxt,INDY NXT,2025,3,Indianapolis Grand Prix Race 2,Combined Qualifications - Race 2,official_qualifying,qualifyingResults,18,21,grid_setting,grid_confirmed,session_indy_nxt_2025_6443,01:15.9062,,source_indynxt_events_session_6590,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6631,event_indy_nxt_2025_5485,series_indy_nxt,INDY NXT,2025,3,Indianapolis Grand Prix Race 2,Qualifications - Race 2 Group 2,official_qualifying,qualifyingResults,9,11,group_component,group_component,,01:15.9062,0.8636,source_indynxt_events_session_6631,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6591,event_indy_nxt_2025_5486,series_indy_nxt,INDY NXT,2025,4,Indianapolis Grand Prix Race 1,Combined Qualifications - Race 1,official_qualifying,qualifyingResults,18,21,grid_setting,grid_confirmed,session_indy_nxt_2025_6444,01:15.8365,,source_indynxt_events_session_6591,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6629,event_indy_nxt_2025_5486,series_indy_nxt,INDY NXT,2025,4,Indianapolis Grand Prix Race 1,Qualifications - Race 1 Group 2,official_qualifying,qualifyingResults,9,11,group_component,group_component,,01:15.8365,0.8276,source_indynxt_events_session_6629,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6600,event_indy_nxt_2025_5497,series_indy_nxt,INDY NXT,2025,5,Detroit Grand Prix,Combined Qualifications,official_qualifying,qualifyingResults,15,20,grid_setting,grid_confirmed,session_indy_nxt_2025_6455,01:07.7826,,source_indynxt_events_session_6600,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6642,event_indy_nxt_2025_5497,series_indy_nxt,INDY NXT,2025,5,Detroit Grand Prix,Qualifications - Group 2,official_qualifying,qualifyingResults,8,10,group_component,group_component,,01:07.7826,2.7930,source_indynxt_events_session_6642,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6599,event_indy_nxt_2025_5496,series_indy_nxt,INDY NXT,2025,6,INDY NXT by Firestone at World Wide Technology Raceway,Qualifications,official_qualifying,qualifyingResults,16,19,grid_setting,grid_confirmed,session_indy_nxt_2025_6454,,,source_indynxt_events_session_6599,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6598,event_indy_nxt_2025_5495,series_indy_nxt,INDY NXT,2025,7,Grand Prix at Road America,Combined Qualifications,official_qualifying,qualifyingResults,10,19,grid_setting,grid_confirmed,session_indy_nxt_2025_6453,01:53.4344,,source_indynxt_events_session_6598,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6678,event_indy_nxt_2025_5495,series_indy_nxt,INDY NXT,2025,7,Grand Prix at Road America,Qualifications - Group 2,official_qualifying,qualifyingResults,5,10,group_component,group_component,,01:53.4344,0.8865,source_indynxt_events_session_6678,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6597,event_indy_nxt_2025_5494,series_indy_nxt,INDY NXT,2025,8,Grand Prix at Mid-Ohio,Combined Qualifications,official_qualifying,qualifyingResults,7,19,grid_setting,grid_confirmed,session_indy_nxt_2025_6452,01:10.3921,,source_indynxt_events_session_6597,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6681,event_indy_nxt_2025_5494,series_indy_nxt,INDY NXT,2025,8,Grand Prix at Mid-Ohio,Qualifications - Group 1,official_qualifying,qualifyingResults,4,9,group_component,group_component,,01:10.3921,0.6490,source_indynxt_events_session_6681,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6589,event_indy_nxt_2025_5484,series_indy_nxt,INDY NXT,2025,10,Grand Prix of Monterey Race 1,Combined Qualifications,official_qualifying,qualifyingResults,14,19,grid_setting,grid_confirmed,session_indy_nxt_2025_6442,01:14.1124,,source_indynxt_events_session_6589,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6709,event_indy_nxt_2025_5484,series_indy_nxt,INDY NXT,2025,10,Grand Prix of Monterey Race 1,Qualifications - Race 1 Group 1,official_qualifying,qualifyingResults,7,9,group_component,group_component,,01:14.1124,0.7849,source_indynxt_events_session_6709,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6595,event_indy_nxt_2025_5492,series_indy_nxt,INDY NXT,2025,11,Grand Prix of Monterey Race 2,Combined Qualifications,official_qualifying,qualifyingResults,12,19,grid_setting,grid_confirmed,session_indy_nxt_2025_6450,01:14.1637,,source_indynxt_events_session_6595,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6711,event_indy_nxt_2025_5492,series_indy_nxt,INDY NXT,2025,11,Grand Prix of Monterey Race 2,Qualifications - Race 2 Group 1,official_qualifying,qualifyingResults,6,9,group_component,group_component,,01:14.1637,0.8052,source_indynxt_events_session_6711,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6712,event_indy_nxt_2025_5492,series_indy_nxt,INDY NXT,2025,11,Grand Prix of Monterey Race 2,Qualifications - Race 2 Group 2,official_qualifying,qualifyingResults,12,19,group_component,group_component,,01:14.1637,,source_indynxt_events_session_6712,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6594,event_indy_nxt_2025_5491,series_indy_nxt,INDY NXT,2025,12,Grand Prix of Portland,Combined Qualifications,official_qualifying,qualifyingResults,5,19,grid_setting,grid_confirmed,session_indy_nxt_2025_6449,01:03.8284,,source_indynxt_events_session_6594,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6716,event_indy_nxt_2025_5491,series_indy_nxt,INDY NXT,2025,12,Grand Prix of Portland,Qualifications - Group 2,official_qualifying,qualifyingResults,3,10,group_component,group_component,,01:03.8284,0.4689,source_indynxt_events_session_6716,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6588,event_indy_nxt_2025_5490,series_indy_nxt,INDY NXT,2025,13,INDY NXT by Firestone at the Milwaukee Mile,Qualifications,official_qualifying,qualifyingResults,6,18,grid_setting,grid_confirmed,session_indy_nxt_2025_6448,,,source_indynxt_events_session_6588,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2025_6593,event_indy_nxt_2025_5489,series_indy_nxt,INDY NXT,2025,14,Music City Grand Prix,Qualifications,official_qualifying,qualifyingResults,8,18,grid_setting,grid_confirmed,session_indy_nxt_2025_6447,,,source_indynxt_events_session_6593,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6769,event_indy_nxt_2026_5534,series_indy_nxt,INDY NXT,2026,1,Grand Prix of St. Petersburg,Qualifications - Group 2,official_qualifying,qualifyingResults,10,12,group_component,group_component,,01:06.1682,1.2795,source_indynxt_events_session_6769,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6770,event_indy_nxt_2026_5534,series_indy_nxt,INDY NXT,2026,1,Grand Prix of St. Petersburg,Combined Qualifications,official_qualifying,qualifyingResults,19,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6751,01:06.1682,,source_indynxt_events_session_6770,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6785,event_indy_nxt_2026_5536,series_indy_nxt,INDY NXT,2026,2,Grand Prix of Arlington,Qualifications - Group 1,official_qualifying,qualifyingResults,12,12,group_component,group_component,,01:42.0142,3.1301,source_indynxt_events_session_6785,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6787,event_indy_nxt_2026_5536,series_indy_nxt,INDY NXT,2026,2,Grand Prix of Arlington,Combined Qualifications,official_qualifying,qualifyingResults,23,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6753,01:42.0142,,source_indynxt_events_session_6787,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6806,event_indy_nxt_2026_5533,series_indy_nxt,INDY NXT,2026,3,Grand Prix of Alabama Race 1,Qualifying - Race 1 Group 2,official_qualifying,qualifyingResults,3,12,group_component,group_component,,01:10.6418,0.3242,source_indynxt_events_session_6806,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6807,event_indy_nxt_2026_5533,series_indy_nxt,INDY NXT,2026,3,Grand Prix of Alabama Race 1,Combined Qualifying - Race 1,official_qualifying,qualifyingResults,5,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6750,01:10.6418,,source_indynxt_events_session_6807,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6809,event_indy_nxt_2026_5535,series_indy_nxt,INDY NXT,2026,4,Grand Prix of Alabama Race 2,Qualifying - Race 2 Group 2,official_qualifying,qualifyingResults,6,12,group_component,group_component,,01:10.8634,0.4749,source_indynxt_events_session_6809,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6810,event_indy_nxt_2026_5535,series_indy_nxt,INDY NXT,2026,4,Grand Prix of Alabama Race 2,Combined Qualifying - Race 2,official_qualifying,qualifyingResults,11,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6752,01:10.8634,,source_indynxt_events_session_6810,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6829,event_indy_nxt_2026_5539,series_indy_nxt,INDY NXT,2026,5,Indianapolis Grand Prix Race 1,Combined Qualifying - Race 1,official_qualifying,qualifyingResults,13,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6756,01:15.6915,,source_indynxt_events_session_6829,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6831,event_indy_nxt_2026_5539,series_indy_nxt,INDY NXT,2026,5,Indianapolis Grand Prix Race 1,Qualifying - Race 1 Group 1,official_qualifying,qualifyingResults,7,12,group_component,group_component,,01:15.6915,0.6069,source_indynxt_events_session_6831,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6832,event_indy_nxt_2026_5548,series_indy_nxt,INDY NXT,2026,6,Indianapolis Grand Prix Race 2,Combined Qualifying - Race 2,official_qualifying,qualifyingResults,14,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6765,01:15.9591,,source_indynxt_events_session_6832,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6833,event_indy_nxt_2026_5548,series_indy_nxt,INDY NXT,2026,6,Indianapolis Grand Prix Race 2,Qualifying - Race 2 Group 1,official_qualifying,qualifyingResults,7,12,group_component,group_component,,01:15.9591,0.6401,source_indynxt_events_session_6833,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6853,event_indy_nxt_2026_5532,series_indy_nxt,INDY NXT,2026,7,Detroit Grand Prix,Qualifying - Group 2,official_qualifying,qualifyingResults,7,12,group_component,group_component,,01:06.4965,0.8915,source_indynxt_events_session_6853,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6854,event_indy_nxt_2026_5532,series_indy_nxt,INDY NXT,2026,7,Detroit Grand Prix,Combined Qualifying,official_qualifying,qualifyingResults,14,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6749,01:06.4965,,source_indynxt_events_session_6854,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6864,event_indy_nxt_2026_5546,series_indy_nxt,INDY NXT,2026,8,INDY NXT by Firestone at World Wide Technology Raceway,Qualifying,official_qualifying,qualifyingResults,12,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6763,,,source_indynxt_events_session_6864,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6871,event_indy_nxt_2026_5545,series_indy_nxt,INDY NXT,2026,9,Grand Prix at Road America Race 1,Qualifying - Race 1 Group 2,official_qualifying,qualifyingResults,8,12,group_component,group_component,,01:52.0590,1.0615,source_indynxt_events_session_6871,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6872,event_indy_nxt_2026_5545,series_indy_nxt,INDY NXT,2026,9,Grand Prix at Road America Race 1,Combined Qualifying - Race 1,official_qualifying,qualifyingResults,15,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6762,01:52.0590,,source_indynxt_events_session_6872,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6874,event_indy_nxt_2026_5537,series_indy_nxt,INDY NXT,2026,10,Grand Prix at Road America Race 2,Qualifying - Race 2 Group 2,official_qualifying,qualifyingResults,8,12,group_component,group_component,,01:52.0735,1.0258,source_indynxt_events_session_6874,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6875,event_indy_nxt_2026_5537,series_indy_nxt,INDY NXT,2026,10,Grand Prix at Road America Race 2,Combined Qualifying - Race 2,official_qualifying,qualifyingResults,15,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6754,01:52.0735,,source_indynxt_events_session_6875,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6893,event_indy_nxt_2026_5544,series_indy_nxt,INDY NXT,2026,11,Grand Prix at Mid-Ohio Race 1,Qualifying - Race 1 Group 2,official_qualifying,qualifyingResults,7,12,group_component,group_component,,01:09.9957,0.6267,source_indynxt_events_session_6893,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6894,event_indy_nxt_2026_5544,series_indy_nxt,INDY NXT,2026,11,Grand Prix at Mid-Ohio Race 1,Combined Qualifying - Race 1,official_qualifying,qualifyingResults,13,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6761,01:09.9957,,source_indynxt_events_session_6894,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6896,event_indy_nxt_2026_5543,series_indy_nxt,INDY NXT,2026,12,Grand Prix at Mid-Ohio Race 2,Qualifying - Race 2 Group 2,official_qualifying,qualifyingResults,8,12,group_component,group_component,,01:10.1228,0.6282,source_indynxt_events_session_6896,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6897,event_indy_nxt_2026_5543,series_indy_nxt,INDY NXT,2026,12,Grand Prix at Mid-Ohio Race 2,Combined Qualifying - Race 2,official_qualifying,qualifyingResults,15,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6760,01:10.1228,,source_indynxt_events_session_6897,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6923,event_indy_nxt_2026_5538,series_indy_nxt,INDY NXT,2026,13,Music City Grand Prix,Qualifying,official_qualifying,qualifyingResults,8,23,grid_setting,grid_confirmed,session_indy_nxt_2026_6755,,,source_indynxt_events_session_6923,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6900,event_indy_nxt_2026_5547,series_indy_nxt,INDY NXT,2026,14,Grand Prix of Portland,Qualifying - Group 1,official_qualifying,qualifyingResults,8,12,group_component,group_component,,01:02.5843,0.3837,source_indynxt_events_session_6900,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6902,event_indy_nxt_2026_5547,series_indy_nxt,INDY NXT,2026,14,Grand Prix of Portland,Combined Qualifying,official_qualifying,qualifyingResults,15,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6764,01:02.5843,,source_indynxt_events_session_6902,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6935,event_indy_nxt_2026_5540,series_indy_nxt,INDY NXT,2026,15,INDY NXT by Firestone at Milwaukee Mile,Qualifying,official_qualifying,qualifyingResults,14,23,grid_setting,grid_confirmed,session_indy_nxt_2026_6757,,,source_indynxt_events_session_6935,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6950,event_indy_nxt_2026_5542,series_indy_nxt,INDY NXT,2026,16,Grand Prix of Monterey Race 1,Qualifying - Race 1 Group 2,official_qualifying,qualifyingResults,4,12,group_component,group_component,,01:14.2164,0.5813,source_indynxt_events_session_6950,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6951,event_indy_nxt_2026_5542,series_indy_nxt,INDY NXT,2026,16,Grand Prix of Monterey Race 1,Combined Qualifying - Race 1,official_qualifying,qualifyingResults,7,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6759,01:14.2164,,source_indynxt_events_session_6951,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6953,event_indy_nxt_2026_5541,series_indy_nxt,INDY NXT,2026,17,Grand Prix of Monterey Race 2,Qualifying - Race 2 Group 2,official_qualifying,qualifyingResults,5,12,group_component,group_component,,01:14.4413,0.5366,source_indynxt_events_session_6953,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
session_indy_nxt_2026_6954,event_indy_nxt_2026_5541,series_indy_nxt,INDY NXT,2026,17,Grand Prix of Monterey Race 2,Combined Qualifying - Race 2,official_qualifying,qualifyingResults,10,24,grid_setting,grid_confirmed,session_indy_nxt_2026_6758,01:14.4413,,source_indynxt_events_session_6954,61e7c0e8ca2682cb606c7604b26f433daf6d95c358be5879e2fdbc06135604fd
